user,max_error,mean_error,score_v2,is_insider,threat_scenario
U0370,0.2040102481842041,0.013924563212684359,0.022368116189931946,0,normal
U0274,0.2350357621908188,0.012244951372446166,0.022292903595601463,0,normal
U0579,0.2619898021221161,0.010891947608784388,0.02191875772868393,0,normal
U0498,0.2624122202396393,0.010837220671829774,0.021843789277418917,0,normal
U0875,0.227897509932518,0.012403539343894007,0.0217125691391629,0,normal
U0323,0.22332066297531128,0.012252705880126117,0.021371048730844912,0,normal
U0134,0.16438311338424683,0.016574223093360287,0.021104059716752537,0,normal
U0904,0.22052569687366486,0.01210914398687589,0.021026572802130727,0,normal
U0779,0.209488645195961,0.012639561874145973,0.020510116797777398,0,normal
U0256,0.19488030672073364,0.013455155156109077,0.020479605291630516,0,normal
U0210,0.23138709366321564,0.011377832510758405,0.02039267945287655,0,normal
U0468,0.2283838838338852,0.01141062243984424,0.020353528382912125,0,normal
U0848,0.17585204541683197,0.014489244644913529,0.019900229595475216,0,normal
U0390,0.19277533888816833,0.012468811091331551,0.019821247153311267,1,cloud_exfil
U0108,0.17376519739627838,0.01433343635955094,0.0191310640792688,0,normal
U0931,0.1858457773923874,0.013263509790431272,0.019093554510385677,0,normal
U0345,0.15726225078105927,0.014570798461538314,0.01903410162410172,1,sabotage
U0160,0.19422441720962524,0.011843998607984888,0.018969532634414987,1,sabotage
U0578,0.20454904437065125,0.012016506918587118,0.018879987460931745,0,normal
U0825,0.1982552409172058,0.012291508336082156,0.018717845690903328,0,normal
U0174,0.19538679718971252,0.011842005971081404,0.018364992883348807,0,normal
U0760,0.13612349331378937,0.016080724503509957,0.01791744577351393,1,cloud_exfil
U0127,0.17811834812164307,0.012812349545663298,0.017823884320101246,0,normal
U0489,0.19342772662639618,0.012074278366185354,0.017786639726330655,0,normal
U0788,0.16432048380374908,0.013841775685444296,0.017764313520660876,0,normal
U0104,0.21246656775474548,0.010641849559954713,0.0176592654534454,0,normal
U0186,0.15936946868896484,0.01398648373246961,0.017409190870933112,0,normal
U0551,0.186929851770401,0.01200700403940355,0.017385570383282326,0,normal
U0981,0.1769760102033615,0.011936763723101283,0.01729172813697634,1,flight_risk
U0927,0.20615246891975403,0.01087258266358916,0.017216595044436376,0,normal
U0293,0.17064639925956726,0.012762243281210178,0.017009402787341595,0,normal
U0300,0.23668958246707916,0.009259125430874822,0.016975584475906306,0,normal
U0968,0.20314203202724457,0.010857254736207725,0.016941264603369564,0,normal
U0398,0.1884174793958664,0.01146337211529961,0.016869355770568722,0,normal
U0595,0.1634863317012787,0.013137984800998008,0.016637414228741345,0,normal
U0421,0.1568944901227951,0.013280418325116145,0.016273627276988847,0,normal
U0702,0.1830405294895172,0.011656639386728784,0.01624929867445724,0,normal
U0095,0.16579367220401764,0.01168780057060178,0.016096271504656926,1,sabotage
U0893,0.1767776757478714,0.011856632675493655,0.015962568786018448,0,normal
U0169,0.20182806253433228,0.010290800455615713,0.01595352708795813,0,normal
U0273,0.17181964218616486,0.01172397294520476,0.01586147103964973,0,normal
U0869,0.14882811903953552,0.013718797692445151,0.01581527215744336,0,normal
U0938,0.2053602933883667,0.009984425620608186,0.015749456380846724,0,normal
U0852,0.1797458976507187,0.011062279299350148,0.015656671923813693,0,normal
U0417,0.1885337233543396,0.010453654414639042,0.015392958579468333,0,normal
U0460,0.14458423852920532,0.01296067658404354,0.01533861076802486,1,email_exfil
U0751,0.17898888885974884,0.010817049661438698,0.014997211657552625,0,normal
U0487,0.17290210723876953,0.011319344754265957,0.014905123214073971,0,normal
U0181,0.1982463151216507,0.009588251426032457,0.014723808576653622,0,normal
U0242,0.1440047174692154,0.013341336867150513,0.014631540925859375,0,normal
U0530,0.17855551838874817,0.010497076917363301,0.014518350658918546,0,normal
U0361,0.21256603300571442,0.008719766177752948,0.014476501661972526,0,normal
U0350,0.15702663362026215,0.011737371152094056,0.014276435358569718,0,normal
U0200,0.1655789017677307,0.011187833725497805,0.01422908608322843,0,normal
U0991,0.18247567117214203,0.009976082154890554,0.01421771826864376,0,normal
U0925,0.15659695863723755,0.011623041837321848,0.014215693187712018,0,normal
U0682,0.1339179128408432,0.013578464724644834,0.01420215532009584,0,normal
U0905,0.18319040536880493,0.009986441720161564,0.014170628763739345,0,normal
U0894,0.13514935970306396,0.013562966919365,0.014079742130234215,0,normal
U0637,0.19846516847610474,0.009272468776502382,0.014015018440748877,0,normal
U0964,0.16596311330795288,0.010895299439742228,0.014006394971044962,0,normal
U0235,0.1348750740289688,0.013430611600462584,0.013914047826496804,0,normal
U0031,0.1472966969013214,0.011380280754311196,0.013822940565276573,1,flight_risk
U0812,0.15959769487380981,0.01086592251234949,0.013764596750388852,0,normal
U0081,0.2060619294643402,0.008686245827741036,0.01374851791585795,0,normal
U0726,0.14214974641799927,0.012324660027590157,0.013683145813363983,0,normal
U0328,0.1943969875574112,0.009122472623302956,0.01362159944103272,0,normal
U0809,0.15587292611598969,0.01128037626137181,0.013619773944583389,0,normal
U0973,0.12940113246440887,0.013451885294052474,0.01359521718854764,0,normal
U0461,0.17488208413124084,0.010143856170904247,0.013510219337010413,0,normal
U0686,0.17563395202159882,0.009906778781032698,0.013477724174726983,0,normal
U0539,0.15485508739948273,0.011079785414666298,0.013400522877899652,0,normal
U0833,0.15347309410572052,0.011145900706782837,0.013360180824162703,0,normal
U0503,0.1425037533044815,0.012097507160962702,0.013353583183515467,0,normal
U0001,0.1667724996805191,0.010412255020804555,0.01333813904769804,0,normal
U0826,0.10353866219520569,0.015331737678364456,0.012993654974119204,1,email_exfil
U0420,0.15307128429412842,0.01098636183504947,0.012917356041627269,0,normal
U0086,0.1180214211344719,0.014011684796201495,0.012915645499973642,0,normal
U0245,0.14025652408599854,0.01194586993517147,0.012869653656887668,0,normal
U0107,0.18713009357452393,0.008826835934226021,0.012687460259821837,0,normal
U0843,0.13985617458820343,0.011708681372238062,0.012684263575237751,0,normal
U0312,0.16246093809604645,0.010150927550519986,0.012667201837531214,0,normal
U0485,0.13412120938301086,0.012013005200836906,0.012583864795089298,0,normal
U0168,0.17715278267860413,0.009219623916887016,0.012545477336140557,0,normal
U0878,0.16083811223506927,0.009978725099051084,0.012535132910808502,0,normal
U0348,0.1439351737499237,0.010968205586294293,0.012530626734986373,0,normal
U0022,0.14976103603839874,0.01076483668086136,0.012487684170049229,0,normal
U0291,0.17908404767513275,0.008944138323647384,0.01240712146774567,0,normal
U0005,0.16374421119689941,0.00962949451357298,0.012314998492436429,0,normal
U0914,0.15228238701820374,0.009806534801983692,0.01222369910816486,1,cloud_exfil
U0263,0.14256912469863892,0.011019687764297618,0.012067596442523608,0,normal
U0251,0.12932506203651428,0.011130953451541152,0.01195747846402292,1,flight_risk
U0295,0.15250054001808167,0.010064261982830659,0.011888551409094505,0,normal
U0292,0.16471153497695923,0.009310121532358077,0.011878319150933524,0,normal
U0083,0.1807936131954193,0.008508440223863545,0.011815688749067974,0,normal
U0026,0.11669214814901352,0.012147409360005586,0.011774699903107208,1,sabotage
U0516,0.14854899048805237,0.010044065944086588,0.011653172563807115,0,normal
U0776,0.16942209005355835,0.009022981877819802,0.011642174834562341,0,normal
U0365,0.1758454442024231,0.008561009810093844,0.011464895817294192,0,normal
U0871,0.16013476252555847,0.00920513769445582,0.011418039327436394,0,normal
U0575,0.13518723845481873,0.010161466094992331,0.011410813686352229,1,flight_risk
U0478,0.12639085948467255,0.011525750720680348,0.011377577621044455,0,normal
U0922,0.15131956338882446,0.009654653758949175,0.01131637702164461,0,normal
U0769,0.15929296612739563,0.009151513293788108,0.011291851011050508,0,normal
U0105,0.08684438467025757,0.015590292371143732,0.011164787421217508,1,email_exfil
U0090,0.11893180012702942,0.011383248916696143,0.011163970528073306,1,usb_exfil
U0785,0.14417439699172974,0.00996604056664315,0.011129775890964618,0,normal
U0695,0.15568529069423676,0.009286061960156692,0.011104657414982393,0,normal
U0556,0.1160791888833046,0.012296438372557835,0.011056287607106174,0,normal
U0872,0.1046861931681633,0.013428538070307755,0.010979512552407103,0,normal
U0396,0.14477095007896423,0.009592982778522422,0.01093530584371581,0,normal
U0605,0.12338396906852722,0.010739491202250118,0.010926898265866266,1,cloud_exfil
U0921,0.13627421855926514,0.01043708906472294,0.010924940884850541,0,normal
U0886,0.14924876391887665,0.009482769219257572,0.010871060936293019,0,normal
U0701,0.17813938856124878,0.00783844014088686,0.010815963889998769,0,normal
U0262,0.13221929967403412,0.010277875803441304,0.010613610247140713,0,normal
U0009,0.1490849405527115,0.009072666904177792,0.010564128138492553,0,normal
U0177,0.13882948458194733,0.00986112918113669,0.01051560744535958,0,normal
U0416,0.13426949083805084,0.01006887760314233,0.0104721059831702,0,normal
U0652,0.12842728197574615,0.010588375869886832,0.010445101070915626,0,normal
U0296,0.10974601656198502,0.012488177344721896,0.01043762813332245,0,normal
U0068,0.11855094879865646,0.011363045712217475,0.010434590572755923,0,normal
U0465,0.12568533420562744,0.010786398609956975,0.01041326871815714,0,normal
U0073,0.13987533748149872,0.009451557065619603,0.010409751277470791,0,normal
U0956,0.16319619119167328,0.007964358893065793,0.010398024293054947,0,normal
U0988,0.12219085544347763,0.010765058340006538,0.010357404504503913,0,normal
U0299,0.15394017100334167,0.008606568830904522,0.010347773846690498,0,normal
U0287,0.1366511732339859,0.009775128659885012,0.01034692907622105,0,normal
U0303,0.14291539788246155,0.009400690663361752,0.010319645785516841,0,normal
U0543,0.14775767922401428,0.008877638106301287,0.010245010689617183,0,normal
U0149,0.13492000102996826,0.00987899912231993,0.01023800384930469,0,normal
U0357,0.1391083002090454,0.009473069751766398,0.010207500367026162,0,normal
U0388,0.11302841454744339,0.011749845306254983,0.010201071474815065,0,normal
U0777,0.12448837608098984,0.010476707086954626,0.010186348281953793,0,normal
U0163,0.13026146590709686,0.009944473472799354,0.010117254442001325,0,normal
U0572,0.12912140786647797,0.010129818891352628,0.010046757952192674,0,normal
U0909,0.15445350110530853,0.008441598990060584,0.010014942971094839,0,normal
U0650,0.11020580679178238,0.011722379489007532,0.010006815214198425,0,normal
U0943,0.14736561477184296,0.008721525563426742,0.009955526746542542,0,normal
U0634,0.1640617698431015,0.0077298004146944205,0.009904683222781988,0,normal
U0752,0.12277034670114517,0.010401357252870487,0.009891430883748956,0,normal
U0093,0.12708111107349396,0.010115233389168973,0.009873767959028688,0,normal
U0599,0.10496541857719421,0.012243069569558814,0.009871032120606171,0,normal
U0285,0.11688386648893356,0.010181386960022779,0.009813320199283698,1,cloud_exfil
U0782,0.12527403235435486,0.009481177853894665,0.009794399326270218,1,sabotage
U0502,0.13384079933166504,0.009419241454876708,0.009765176036606215,0,normal
U0103,0.09089300781488419,0.01397984766850772,0.009760204565899823,0,normal
U0722,0.12508980929851532,0.010240811031280888,0.00975596603354232,0,normal
U0371,0.14620636403560638,0.008595744927758157,0.009734763873661035,0,normal
U0409,0.11187684535980225,0.01123081898037223,0.009732563912737358,0,normal
U0154,0.10188096016645432,0.012524981241807022,0.009718161457827184,0,normal
U0078,0.11326572299003601,0.011113125129919793,0.009668535845610601,0,normal
U0260,0.1090882271528244,0.011525532201052926,0.00965750358715918,0,normal
U0497,0.1312374621629715,0.009265341843576807,0.00957447821781772,0,normal
U0675,0.1510036587715149,0.008300973386040227,0.009546199111175014,0,normal
U0039,0.09410303831100464,0.012872296579160085,0.009537960683594422,0,normal
U0807,0.11635163426399231,0.010469747930464386,0.00951422967101374,0,normal
U0937,0.11490557342767715,0.010870355206101334,0.009512591052214567,0,normal
U0434,0.0868634432554245,0.014123297624458677,0.009423216251976627,0,normal
U0283,0.12322574108839035,0.009855696673927621,0.009407286977696758,0,normal
U0431,0.11997852474451065,0.00994363100669607,0.009241110060197576,0,normal
U0768,0.1230219230055809,0.00964577121644652,0.00919168417092064,0,normal
U0669,0.11276711523532867,0.010534437176917238,0.00912472561694393,0,normal
U0030,0.11254667490720749,0.010550020380524999,0.009120359830079949,0,normal
U0806,0.11527444422245026,0.01020581218001458,0.00911289222073682,0,normal
U0330,0.13728034496307373,0.008569198899193253,0.009112220289486165,0,normal
U0441,0.12080097198486328,0.009777619818175666,0.009072554404484259,0,normal
U0526,0.10789459198713303,0.011025515213885166,0.009059673921086073,0,normal
U0860,0.11993855983018875,0.00981287310417629,0.009040262024195405,0,normal
U0627,0.12578728795051575,0.009251837550444246,0.00901447372735591,0,normal
U0376,0.10483736544847488,0.01106135327819781,0.00898255710639716,0,normal
U0784,0.11736568808555603,0.010019333280650794,0.008955585183692855,0,normal
U0211,0.13883551955223083,0.008444758079349413,0.008928978953315327,0,normal
U0537,0.10324173420667648,0.0110657765040354,0.008922819403431773,0,normal
U0598,0.120304636657238,0.009438530164596046,0.008868530243983002,0,normal
U0301,0.1061762273311615,0.010867373140784306,0.008862941339592508,0,normal
U0272,0.12691225111484528,0.008983323661845826,0.008757226862325,0,normal
U0926,0.1262185126543045,0.008797591830210833,0.00874344760101859,0,normal
U0225,0.10796935856342316,0.010515904539037581,0.00872113806959577,0,normal
U0355,0.10032717883586884,0.011086655472220135,0.008687284998166506,0,normal
U0270,0.11548196524381638,0.009597052772111663,0.008584750428302384,0,normal
U0617,0.10007429122924805,0.010397088703167115,0.008580028461065889,1,cloud_exfil
U0684,0.12105168402194977,0.009225601226751801,0.008578108198307044,0,normal
U0338,0.08831924200057983,0.012566198888515023,0.008524820987446838,0,normal
U0204,0.10718199610710144,0.009699485306847142,0.008509576202764511,1,usb_exfil
U0171,0.10006629675626755,0.010782396829527122,0.008495696393167235,0,normal
U0450,0.09915368258953094,0.011054671127173303,0.008490442024353792,0,normal
U0803,0.11035091429948807,0.010001958698860293,0.00847787479662937,0,normal
U0381,0.09503602236509323,0.011345905364876552,0.008421555699996435,0,normal
U0462,0.1073012426495552,0.010127381103438892,0.008417391556166168,0,normal
U0239,0.1155567392706871,0.008875935649325244,0.008395505005499671,1,flight_risk
U0411,0.11183320730924606,0.009745604005126429,0.008371543665647962,0,normal
U0954,0.09770738333463669,0.01114365026389073,0.008363361363714562,0,normal
U0802,0.13881660997867584,0.007812369231001959,0.008330099732604306,0,normal
U0106,0.1408800184726715,0.007564955653341728,0.008323782122356328,0,normal
U0501,0.0881485864520073,0.012392114864124339,0.008319070015331593,0,normal
U0087,0.1327294409275055,0.008098802188999391,0.008256843679156984,0,normal
U0215,0.09362474083900452,0.011273981637544716,0.008243902925407262,0,normal
U0912,0.11392884701490402,0.009408745584319842,0.008233631637306024,0,normal
U0165,0.09993252903223038,0.010687545566362764,0.008203720651378268,0,normal
U0804,0.11309964209794998,0.009378519147888918,0.00814744628435554,0,normal
U0094,0.09513556212186813,0.011046694237832829,0.008140495622841328,0,normal
U0367,0.1313345730304718,0.008036340007125426,0.008107059776534874,0,normal
U0415,0.10428240150213242,0.010095196200564961,0.008086336197905377,0,normal
U0758,0.11477961391210556,0.008916182093432121,0.008058227676045025,0,normal
U0734,0.09855543822050095,0.009763687272555898,0.008050882235244904,1,flight_risk
U0053,0.1210375651717186,0.008378606799267021,0.008049376903921832,0,normal
U0580,0.11706002056598663,0.008794725119923897,0.007974555618102227,0,normal
U0668,0.10954156517982483,0.009460922580262638,0.007960464986451627,0,normal
U0798,0.09699128568172455,0.010578720995439047,0.00794770071413266,0,normal
U0281,0.10593724250793457,0.009589343749527244,0.007934187671692955,0,normal
U0559,0.09868624061346054,0.00967103373963637,0.007927824890942016,1,flight_risk
U0511,0.11253321915864944,0.009186155979671968,0.007872787963026444,0,normal
U0721,0.1274319887161255,0.007971698835678847,0.007868735896357561,0,normal
U0214,0.10247094184160233,0.009886193753679133,0.007847032852543123,0,normal
U0309,0.11401909589767456,0.00894440249404952,0.007833483497428193,0,normal
U0043,0.11515280604362488,0.00874177650472916,0.007797400641896927,0,normal
U0407,0.12164343893527985,0.008331145084096117,0.007784296916405389,0,normal
U0443,0.11050334572792053,0.00908706499707345,0.00777812085874574,0,normal
U0787,0.12309610843658447,0.008258598702756727,0.007742205307906236,0,normal
U0808,0.09799008071422577,0.01013806124083203,0.007695071347887678,0,normal
U0531,0.09582336992025375,0.010509977424143127,0.007669856172569172,0,normal
U0259,0.12200340628623962,0.008236784374589504,0.007653210346661128,0,normal
U0064,0.09376223385334015,0.010516973337322119,0.007638258355401636,0,normal
U0517,0.08716527372598648,0.011287686093131319,0.007621212074182593,0,normal
U0483,0.10436761379241943,0.009256234632858658,0.007606694136083507,0,normal
U0854,0.09078529477119446,0.01096273298067421,0.00757963584473927,0,normal
U0533,0.08577752113342285,0.011468441682597847,0.007556208062462119,0,normal
U0471,0.10083688795566559,0.009376756318645329,0.007504855565626683,0,normal
U0544,0.0867723822593689,0.011345239612361294,0.007497374249132644,0,normal
U0099,0.11221905797719955,0.008755061279551793,0.007482380778507379,0,normal
U0952,0.11879558116197586,0.008119261700327722,0.0074712359394040265,0,normal
U0010,0.07276347279548645,0.013224161820805118,0.007453447532896245,0,normal
U0759,0.07646572589874268,0.011819937125049846,0.007453091249658994,1,email_exfil
U0908,0.10090377181768417,0.009687780374124173,0.007444673950854978,0,normal
U0666,0.09113268554210663,0.00987621903431258,0.007421972450143315,1,email_exfil
U0715,0.1040528416633606,0.008576414708160094,0.007412833807239016,1,sabotage
U0553,0.09392642229795456,0.010176653918521576,0.007404034110814383,0,normal
U0423,0.0999080017209053,0.009638745991739186,0.007396850037956694,0,normal
U0297,0.10060656070709229,0.009419453308479299,0.007279105370554401,0,normal
U0936,0.08886461704969406,0.010558299790717799,0.007267725035663661,0,normal
U0006,0.09215348213911057,0.010260454417236314,0.007262804456650053,0,normal
U1000,0.08191157877445221,0.011297306992509831,0.0072274508105877764,0,normal
U0950,0.07908961176872253,0.011601029060095185,0.007224566668970496,0,normal
U0116,0.08563380688428879,0.010860419779570899,0.007203896895116762,0,normal
U0153,0.11097311973571777,0.008446311644622104,0.007199642015608359,0,normal
U0061,0.0849011018872261,0.011018909519068183,0.007185846726241762,0,normal
U0654,0.1121312603354454,0.008117537565088043,0.007167155966641511,0,normal
U0819,0.10745874792337418,0.008608867768532017,0.007165779468302412,0,normal
U0294,0.10093332827091217,0.009089018868698092,0.007165005314215872,0,normal
U0984,0.11595423519611359,0.008029238159697338,0.00715133234467481,0,normal
U0693,0.09783641248941422,0.008857681404256154,0.007146197771455616,1,usb_exfil
U0602,0.10899172723293304,0.008501266385182062,0.007117101602645285,0,normal
U0427,0.11717857420444489,0.007894088820702857,0.007105198635461807,0,normal
U0331,0.08501982688903809,0.010841750957466903,0.007080202012855533,0,normal
U0188,0.10153944045305252,0.008783280883212459,0.006965566692118736,0,normal
U0906,0.09482438862323761,0.0096386827150467,0.0069606810243950335,0,normal
U0985,0.10907608270645142,0.008305304043229409,0.006958426980428096,0,normal
U0569,0.10609529167413712,0.00853199519699848,0.006953007841975286,0,normal
U0358,0.1118599995970726,0.008001607571979244,0.006933103551715582,0,normal
U0672,0.07709622383117676,0.011494674287174258,0.00692141187894389,0,normal
U0688,0.09229104220867157,0.009845093005827917,0.006919797258675461,0,normal
U0975,0.09174269437789917,0.009737043694002523,0.0069194923699159375,0,normal
U0613,0.08438291400671005,0.010670299308943774,0.00691603410942644,0,normal
U0326,0.10984563827514648,0.00798853271046409,0.006909485015408667,0,normal
U0254,0.0920446589589119,0.009772757161287653,0.0069094218026870356,0,normal
U0692,0.10303189605474472,0.008780954491624898,0.006890129986312781,0,normal
U0660,0.11812876164913177,0.0074534212718832035,0.00687663917894836,0,normal
U0401,0.0980692058801651,0.009200546984010512,0.006871638477522232,0,normal
U0747,0.0833553746342659,0.010722704285306741,0.006865369915613189,0,normal
U0542,0.08426687866449356,0.010430982277985076,0.006865102605055099,0,normal
U0402,0.10902703553438187,0.008123685038871524,0.006860612749113575,0,normal
U0496,0.1052846610546112,0.008402263823381873,0.006852310632338098,0,normal
U0249,0.09478353708982468,0.009441694072032486,0.006815486041139568,0,normal
U0065,0.1339147537946701,0.006615765113187759,0.006805099986022634,0,normal
U0172,0.11264083534479141,0.007783985663212723,0.006734787477754603,0,normal
U0823,0.10998217016458511,0.007826359397976837,0.006722750441346368,0,normal
U0080,0.10441290587186813,0.008235572897381301,0.0067160344596483065,0,normal
U0302,0.09653665870428085,0.009037220008984428,0.00670120839839678,0,normal
U0691,0.09216365218162537,0.009458853310740896,0.006696134563231314,0,normal
U0085,0.09870428591966629,0.008684662077790622,0.006695050436180525,0,normal
U0834,0.08856118470430374,0.009732913109859057,0.006676700403144506,0,normal
U0789,0.09043937176465988,0.00944750597373655,0.006673284333821701,0,normal
U0066,0.09574001282453537,0.00879013886061887,0.006626513115564326,0,normal
U0492,0.09118485450744629,0.009533622413355574,0.006620558899954826,0,normal
U0156,0.09492767602205276,0.009042417658183617,0.006593308811367027,0,normal
U0685,0.10853736847639084,0.007704602562945007,0.006584538985045685,0,normal
U0384,0.09290365874767303,0.009049836270859684,0.006566568172161842,0,normal
U0220,0.11409395933151245,0.007283264942862667,0.006543115773343731,0,normal
U0102,0.09143340587615967,0.009082561180929911,0.006538965924418098,0,normal
U0641,0.07916895300149918,0.010739994293860453,0.006531079314522021,0,normal
U0012,0.10461558401584625,0.00812144178855298,0.006526127066884481,0,normal
U0275,0.09787432104349136,0.008597183276075763,0.006517793138896529,0,normal
U0354,0.07601233571767807,0.011132094579362867,0.006499605104862669,0,normal
U0007,0.09242413192987442,0.008505808760764462,0.006482692931872656,1,email_exfil
U0718,0.12505194544792175,0.0066860575705504745,0.0064764376593012445,0,normal
U0321,0.07683262974023819,0.011043835853084162,0.0064621887331177625,0,normal
U0552,0.10016823559999466,0.008397286062841824,0.006460929140633083,0,normal
U0698,0.11994369328022003,0.006945096911948667,0.0064525496188144104,0,normal
U0231,0.09815150499343872,0.00860903468719012,0.006435249916438966,0,normal
U0197,0.09081866592168808,0.009201906067496797,0.0064191706243693905,0,normal
U0437,0.09119158983230591,0.009086813895639997,0.006418625629762695,0,normal
U0113,0.07265964150428772,0.011576789195592792,0.00640612447084842,0,normal
U0279,0.09551151096820831,0.008517456227730796,0.0063537561548087295,0,normal
U0945,0.09701653569936752,0.00843009178129795,0.006335103152845603,0,normal
U0647,0.10815302282571793,0.007553055795960972,0.006327570321502281,0,normal
U0359,0.10050392895936966,0.008048385977179082,0.006317667322977054,0,normal
U0318,0.09409616887569427,0.008715387508253394,0.006299189144569477,0,normal
U0344,0.08676625043153763,0.009278636810411866,0.006287817428676935,0,normal
U0448,0.10334820300340652,0.00783118384753531,0.006269111217516193,0,normal
U0100,0.07515716552734375,0.010843421252148046,0.0062598327291519245,0,normal
U0970,0.08144914358854294,0.009885798424833562,0.006236973491095451,0,normal
U0608,0.1067652776837349,0.007536674275926695,0.006232831772972582,0,normal
U0250,0.08138832449913025,0.00993669684674202,0.006211981506867705,0,normal
U0723,0.07778314501047134,0.010315195085579836,0.006162954349246683,0,normal
U0096,0.0890817940235138,0.008326931860032662,0.006161671075045526,1,usb_exfil
U0074,0.11367104947566986,0.0070468513935043895,0.006152774359689643,0,normal
U0839,0.10763990879058838,0.0075050829445745225,0.006152375218987493,0,normal
U0054,0.10445854067802429,0.007476963972845484,0.0061498579863973725,0,normal
U0856,0.11942305415868759,0.006758644105965341,0.006146979272281931,0,normal
U0625,0.08853024989366531,0.00895209797303475,0.006138922374154437,0,normal
U0509,0.10678107291460037,0.007469055311333759,0.006126126517182317,0,normal
U0082,0.10713095217943192,0.007414498164353525,0.00610130495981215,0,normal
U0184,0.08662060648202896,0.009091164246554703,0.006099810587376583,0,normal
U0155,0.0851752758026123,0.00915873442103229,0.006092758045362809,0,normal
U0822,0.08169987052679062,0.0097031711027824,0.006089211568206341,0,normal
U0594,0.0801432728767395,0.009787322244929323,0.006075843611690648,0,normal
U0549,0.10421847552061081,0.007482831659558542,0.006040686765928496,0,normal
U0438,0.09036567807197571,0.008603290809604935,0.006022041445814503,0,normal
U0725,0.08432690054178238,0.009255553171218924,0.005995073665248794,0,normal
U0898,0.07598193734884262,0.010073816569856122,0.005978184565850877,0,normal
U0018,0.08245542645454407,0.009412774377778987,0.005961600873629649,0,normal
U0745,0.09223593771457672,0.008402591673626555,0.005953048661447028,0,normal
U0903,0.08513659238815308,0.009013820124967728,0.005944300772098467,0,normal
U0624,0.08002617210149765,0.009492138351877052,0.005932817933056907,0,normal
U0895,0.08490484952926636,0.00908798583209241,0.005926880129687583,0,normal
U0829,0.09123700857162476,0.00791375807680604,0.0059100507274268636,1,cloud_exfil
