user,date,logon_count,logoff_count,unique_pc_count,daily_unique_pc_count,after_hours_logon,daily_after_hours_logon_ratio,first_logon_time,last_logoff_time,weekend_logon,daily_pc_access_entropy,usb_connect_count,usb_disconnect_count,after_hours_usb_usage,daily_device_connect_count,daily_device_usage_flag,first_usb_usage_time,last_usb_usage_time,file_access_count,daily_unique_filename_count,daily_new_filename_count,daily_file_access_entropy,after_hours_file_access,weekend_file_access,daily_repeat_file_access_count,daily_repeat_file_ratio,first_file_access_time,last_file_access_time,http_count,daily_http_request_count,unique_url_count,suspicious_url_count,file_sharing_site_visits,job_search_site_visits,http_after_hours,daily_unique_domain_count,daily_new_domain_count,daily_domain_access_entropy,daily_external_domain_ratio,logon_risk,file_risk,device_risk,http_risk,overall_risk,logon_if_anomaly,file_if_anomaly,device_if_anomaly,http_if_anomaly
U0001,2024-01-20,1,1,1,1,0.0,0.0,7.0,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,15.0,2.9444389791664403,1.0,19.0,0.0,0.0,7.0,19.0,23.0,23.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2025488641189253,1.0,0.592967759738928,0.5229381381032432,0.4607066439961913,0.4035982360983493,0.49505269448417794,0,0,0,0
U0001,2024-01-22,1,1,1,1,0.0,0.0,14.0,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,5.0,2.772588722239781,1.0,0.0,0.0,0.0,7.0,23.0,37.0,37.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.3764918694658483,1.0,0.4409627204378588,0.42383029294174074,0.4607066439961913,0.38025135852973097,0.42643775397638045,0,0,0,0
U0001,2024-01-23,2,2,1,1,0.0,0.0,8.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.6094379124341005,0.0,0.0,0.0,0.0,9.0,15.0,13.0,13.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0100997593541636,1.0,0.3700719586180757,0.49646513280222454,0.4607066439961913,0.59108954176497,0.47958331929536535,0,0,0,1
U0001,2024-01-24,2,2,1,1,0.0,0.0,7.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,1.6094379124341005,0.0,0.0,0.0,0.0,9.0,16.0,35.0,35.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.3600154020535176,1.0,0.390729634513581,0.5054662486463343,0.4607066439961913,0.3694085391375371,0.4315777665734109,0,0,0,0
U0001,2024-01-25,1,1,1,1,0.0,0.0,11.0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,4.0,2.564949357461537,0.0,0.0,0.0,0.0,8.0,14.0,15.0,15.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2700278611169693,1.0,0.3822291667733846,0.4217092473669912,0.4607066439961913,0.38595602063763607,0.4126502696935508,0,0,0,0
U0001,2024-01-26,2,2,1,1,0.0,0.0,8.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,2.302585092994045,0.0,0.0,0.0,0.0,7.0,16.0,38.0,38.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,1.3386718783221463,1.0,0.37448297775674283,0.4345191272109566,0.4607066439961913,0.3944683513140773,0.41604427506949204,0,0,0,0
U0001,2024-01-29,2,2,1,1,0.0,0.0,8.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,7.0,2.639057329615258,0.0,0.0,0.0,0.0,7.0,17.0,20.0,20.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.070047314690476,1.0,0.3700719586180757,0.4321481698806401,0.4607066439961913,0.45116932948516475,0.428524025495018,0,0,0,0
U0001,2024-01-30,1,1,1,1,0.0,0.0,15.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,14.0,7.0,2.5577938601077324,1.0,0.0,3.0,0.1764705882352941,5.0,17.0,11.0,11.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.294545165844896,1.0,0.42657720792545806,0.48057821105179305,0.4607066439961913,0.3988719621002081,0.44168350626841263,0,0,0,0
U0001,2024-01-31,1,1,1,1,0.0,0.0,9.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,6.0,2.9264175554979968,1.0,0.0,1.0,0.05,7.0,18.0,25.0,25.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.208132104199607,1.0,0.39703675095339164,0.4797086216798036,0.4607066439961913,0.39665827834652007,0.43352757374397666,0,0,0,0
U0001,2024-02-01,1,1,1,1,0.0,0.0,15.0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,12.0,2.833213344056216,1.0,0.0,0.0,0.0,4.0,16.0,34.0,34.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.304691669768891,1.0,0.48299807495734676,0.46079191018035626,0.4607066439961913,0.3737886239169514,0.44457131326271143,0,0,0,0
U0001,2024-02-02,2,2,1,1,0.0,0.0,10.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,6.0,2.833213344056216,1.0,0.0,0.0,0.0,7.0,22.0,40.0,40.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.3514395192866653,1.0,0.39106882326249415,0.4285778220132962,0.4607066439961913,0.39417389350807513,0.41863179569501424,0,0,0,0
U0001,2024-02-05,1,1,1,1,0.0,0.0,10.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,4.0,2.3978952727983707,0.0,0.0,0.0,0.0,7.0,16.0,18.0,18.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.3548850530060133,1.0,0.386033396279864,0.42273778627985875,0.4607066439961913,0.37351819351382415,0.41074900501743455,0,0,0,0
U0001,2024-02-06,1,1,1,1,0.0,0.0,16.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,6.0,2.484906649788001,0.0,0.0,0.0,0.0,7.0,16.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3421257227487469,1.0,0.4622160088997607,0.42210524096398344,0.4607066439961913,0.3755410151272331,0.43014222724679213,0,0,0,0
U0001,2024-02-07,2,2,1,1,0.0,0.0,8.0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,6.0,2.302585092994045,2.0,0.0,0.0,0.0,0.0,19.0,31.0,31.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.3806550878322736,1.0,0.37068554453072583,0.44427591956681467,0.4607066439961913,0.3691591747094109,0.4112068207007857,0,0,0,0
U0001,2024-02-08,1,1,1,1,0.0,0.0,9.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,7.0,2.871476118054867,1.0,0.0,1.0,0.0526315789473684,7.0,20.0,31.0,31.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3290788655034196,1.0,0.41332871321289244,0.45380641875069105,0.4607066439961913,0.38063993866915946,0.4271204286572336,0,0,0,0
U0001,2024-02-09,1,1,1,1,0.0,0.0,15.0,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,5.0,2.54003630382098,0.0,0.0,1.0,0.0714285714285714,7.0,15.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.370502389918909,1.0,0.41273717195339105,0.43848150988653745,0.4607066439961913,0.38511531127889415,0.4242601592787535,0,0,0,0
U0001,2024-02-12,1,1,1,1,0.0,0.0,15.0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,2.0,2.484906649788001,1.0,0.0,0.0,0.0,0.0,16.0,30.0,30.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,1.3751146687214826,1.0,0.48299807495734676,0.4293341292708161,0.4607066439961913,0.3802153389178988,0.4383135467855632,0,0,0,0
U0001,2024-02-13,2,2,1,1,0.0,0.0,13.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,7.0,2.890371757896165,0.0,0.0,0.0,0.0,7.0,15.0,20.0,20.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3451529218673646,1.0,0.3968300748226556,0.4420907314322801,0.4607066439961913,0.3617346633766048,0.415340528406933,0,0,0,0
U0001,2024-02-14,2,2,1,1,0.0,0.0,7.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,6.0,2.3978952727983707,0.0,0.0,0.0,0.0,8.0,17.0,22.0,22.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,1.344755110625217,1.0,0.38092628093505004,0.4280968495188704,0.4607066439961913,0.38567816227468926,0.4138519841812002,0,0,0,0
U0001,2024-02-15,2,2,1,1,0.0,0.0,8.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,5.0,2.995732273553991,0.0,0.0,0.0,0.0,7.0,16.0,37.0,37.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3601267231048066,1.0,0.38038724907674387,0.48609973390930195,0.4607066439961913,0.37574922811719,0.42573571377485675,0,0,0,0
U0001,2024-02-16,2,2,1,1,0.0,0.0,8.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,6.0,2.995732273553991,1.0,0.0,0.0,0.0,2.0,16.0,32.0,32.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3599762717692176,1.0,0.37448297775674283,0.48715227669476635,0.4607066439961913,0.36290322511145817,0.42131128088978964,0,0,0,0
U0001,2024-02-19,1,1,1,1,0.0,0.0,9.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,5.0,1.945910149055313,0.0,0.0,0.0,0.0,7.0,14.0,15.0,15.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.970115783986938,1.0,0.39703675095339164,0.4724495269600224,0.4607066439961913,0.6114467086789466,0.485409907647138,0,0,0,1
U0001,2024-02-20,1,0,1,1,0.0,0.0,17.0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,8.0,8.0,2.0,2.079441541679836,1.0,0.0,0.0,0.0,8.0,21.0,29.0,29.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.2203886029053113,1.0,0.6669714700805537,0.4507625725598019,0.6885914959579306,0.4013052012128654,0.5519076849527879,1,0,0,0
U0001,2024-02-21,2,3,1,1,0.0,0.0,12.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,4.0,2.9264175554979968,0.0,0.0,1.0,0.05,7.0,17.0,30.0,30.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3512196258319578,1.0,0.530522314154282,0.4811475629345816,0.4607066439961913,0.37983140650124275,0.4630519818965744,0,0,0,0
U0001,2024-02-22,2,2,1,1,1.0,0.5,5.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,2.302585092994045,1.0,0.0,0.0,0.0,2.0,15.0,36.0,36.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,1.357413795390244,1.0,0.572431460364309,0.43585327662095397,0.4607066439961913,0.38260671769444043,0.46289952466897366,0,0,0,0
U0001,2024-02-23,1,1,1,1,0.0,0.0,10.0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,4.0,2.70805020110221,2.0,0.0,0.0,0.0,1.0,15.0,20.0,20.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3350851650920204,1.0,0.3835813096463268,0.42562255981316954,0.4607066439961913,0.3623687031141247,0.4080698041424531,0,0,0,0
U0001,2024-02-26,1,1,1,1,0.0,0.0,11.0,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,4.0,2.813355404500616,1.0,0.0,1.0,0.0555555555555555,2.0,15.0,11.0,11.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3421131789144003,1.0,0.4024382044174114,0.4388169759879432,0.4607066439961913,0.4037918315333908,0.4264384139837342,0,0,0,0
U0001,2024-02-27,1,1,1,1,0.0,0.0,8.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,2.302585092994045,0.0,0.0,0.0,0.0,8.0,14.0,38.0,38.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.348672286372031,1.0,0.3870849228107712,0.43585327662095397,0.4607066439961913,0.38132385917004746,0.416242175649491,0,0,0,0
U0001,2024-02-28,1,1,1,1,0.0,0.0,10.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.6094379124341005,0.0,0.0,0.0,0.0,7.0,16.0,25.0,25.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.308732626562621,1.0,0.386033396279864,0.5421850363079006,0.4607066439961913,0.36076398217866723,0.4374222646906558,0,0,0,0
U0001,2024-02-29,2,2,1,1,0.0,0.0,7.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,3.0,2.564949357461537,0.0,0.0,0.0,0.0,7.0,17.0,36.0,36.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,1.3191876484910097,1.0,0.390729634513581,0.4275882322491516,0.4607066439961913,0.3851033170312255,0.41603195694753736,0,0,0,0
U0001,2024-03-01,1,1,1,1,0.0,0.0,16.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,2.0,2.564949357461537,3.0,0.0,0.0,0.0,2.0,22.0,24.0,24.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3191333680541035,1.0,0.4622160088997607,0.43648553000122187,0.4607066439961913,0.3578810178965253,0.4293223001984248,0,0,0,0
U0001,2024-03-04,1,1,1,1,0.0,0.0,7.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,1.945910149055313,0.0,0.0,0.0,0.0,7.0,13.0,25.0,25.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.346023334018513,1.0,0.4441443108399949,0.4583127762881042,0.4607066439961913,0.37075681914856334,0.4334801375682134,0,0,0,0
U0001,2024-03-05,2,2,1,1,0.0,0.0,7.0,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1.7917594692280547,0.0,0.0,0.0,0.0,8.0,15.0,27.0,27.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3627206209320328,1.0,0.38495244844957877,0.4753277535809232,0.4607066439961913,0.35606271249729277,0.41926238963099655,0,0,0,0
U0001,2024-03-06,2,2,1,1,0.0,0.0,8.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,8.0,2.995732273553991,1.0,0.0,0.0,0.0,7.0,22.0,32.0,32.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.2148238940310905,1.0,0.3700719586180757,0.4930393901663657,0.4607066439961913,0.41462856085765903,0.43461163840957295,0,0,0,0
U0001,2024-03-07,1,1,1,1,0.0,0.0,10.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,6.0,2.772588722239781,2.0,0.0,0.0,0.0,0.0,22.0,11.0,11.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2636544318820966,1.0,0.3918128275639525,0.4261542947559677,0.4607066439961913,0.40612303127507415,0.42119919939779643,0,0,0,0
U0001,2024-03-08,1,1,1,1,0.0,0.0,9.0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2.0,2.3978952727983707,1.0,0.0,0.0,0.0,7.0,21.0,25.0,25.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2982196420840952,1.0,0.38723637728250104,0.4341463142230538,0.4607066439961913,0.37539684357093717,0.41437154476817084,0,0,0,0
U0001,2024-03-11,2,2,1,1,0.0,0.0,11.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,2.19722457733622,1.0,0.0,0.0,0.0,4.0,14.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2047933096947845,1.0,0.39538014604610927,0.45673987392940835,0.4607066439961913,0.4068122085735278,0.4299097181363092,0,0,0,0
U0001,2024-03-12,2,2,1,1,1.0,0.5,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,2.0,2.772588722239781,0.0,0.0,0.0,0.0,7.0,16.0,39.0,39.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1.374964613902438,1.0,0.6060030418080159,0.4430301623189122,0.4607066439961913,0.42404170434331556,0.48344538811660875,0,0,0,0
U0001,2024-03-13,1,1,1,1,0.0,0.0,16.0,21.0,0,0.0,1.0,0.0,1.0,1.0,1.0,20.0,0.0,5.0,5.0,1.0,1.6094379124341005,0.0,0.0,0.0,0.0,10.0,16.0,14.0,14.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3337360272028096,1.0,0.4622160088997607,0.5000870316867927,0.8145613499239355,0.37623276573186054,0.5382742890605874,0,0,1,0
U0001,2024-03-14,1,1,1,1,0.0,0.0,13.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,2.079441541679836,0.0,0.0,0.0,0.0,9.0,15.0,11.0,11.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3421131789144003,1.0,0.39864390204410016,0.4507625725598019,0.4607066439961913,0.4037918315333908,0.42847623753337105,0,0,0,0
U0001,2024-03-15,1,1,1,1,0.0,0.0,13.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,2.079441541679836,0.0,0.0,0.0,0.0,7.0,15.0,24.0,24.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.372340446551471,1.0,0.3868433104840924,0.5014553173194707,0.4607066439961913,0.3746295979704749,0.4309087174425573,0,0,0,0
U0001,2024-03-18,2,2,1,1,0.0,0.0,8.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,3.0,2.9444389791664403,0.0,0.0,0.0,0.0,7.0,15.0,21.0,21.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.3438103288219776,1.0,0.37448297775674283,0.4696670690221693,0.4607066439961913,0.36339235896138006,0.41706226243412087,0,0,0,0
U0001,2024-03-19,1,1,1,1,0.0,0.0,15.0,20.0,0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,8.0,8.0,3.0,2.079441541679836,1.0,0.0,0.0,0.0,7.0,18.0,13.0,13.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,1.3322449224385329,1.0,0.41583080761609714,0.45015921309503754,0.7022293899599701,0.426879726989849,0.4987747844152384,0,0,1,0
U0001,2024-03-20,1,1,1,1,0.0,0.0,7.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,3.0,2.639057329615258,0.0,0.0,0.0,0.0,7.0,16.0,22.0,22.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3306281089500502,1.0,0.408058010967544,0.4294236133347614,0.4607066439961913,0.35580472710333033,0.41349824885045683,0,0,0,0
U0001,2024-03-21,2,2,1,1,0.0,0.0,12.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,1.0,2.564949357461537,0.0,0.0,0.0,0.0,7.0,15.0,20.0,20.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2968441295132072,1.0,0.38557477497185527,0.4570645912777709,0.4607066439961913,0.37113329120364347,0.4186198253623652,0,0,0,0
U0001,2024-03-22,1,1,1,1,0.0,0.0,7.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,3.0,2.995732273553991,1.0,0.0,0.0,0.0,5.0,17.0,38.0,38.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,1.3737766684516086,1.0,0.4089587324218964,0.5034441904288245,0.4607066439961913,0.4606911265415138,0.45845017334710647,0,0,0,0
