user,score_logon,max_error_logon,mean_error_logon,score_http,max_error_http,mean_error_http,score_device,max_error_device,mean_error_device,score_file,max_error_file,mean_error_file,is_insider,threat_scenario,score_v2,anomaly_days,max_error,mean_error
U0204,0.11576799738624148,0.3287893533706665,0.04301633179397571,0.05315045387778786,0.24865783751010895,0.026113640666044918,0.8767688041592046,0.9064049124717712,0.11817495267205774,0.19036114223618864,0.5300742983818054,0.043873689113060034,1,usb_exfil,0.9319326630368656,67,0.503481600433588,0.0577946535612846
U0914,0.1513693150099914,0.3865932822227478,0.04783503997027561,0.25704811613576295,0.8017698526382446,0.03916763073319279,0.10273448920783738,0.5471530556678772,0.022938765182312745,0.2626591648679508,0.7294399738311768,0.043991178682559355,1,cloud_exfil,0.9116134463659261,67,0.6162390410900116,0.03848315364208513
U0345,0.3190424629515769,0.5052701830863953,0.07601517041515815,0.06843218318085974,0.26077893376350403,0.03159099790714142,0.06802368766122609,0.5471530556678772,0.014966725643413762,0.27945745890948687,0.8132938146591187,0.04136601555994961,1,sabotage,0.8938450462577388,69,0.5316239967942238,0.04098472738141574
U0226,0.12539828145044332,0.3631640076637268,0.04156848908298032,0.2283021764717231,0.6493973135948181,0.042322861059808245,0.286838249940682,0.897140622138977,0.038490362117822835,0.219556947896468,0.5186145305633545,0.05096569593742838,1,cloud_exfil,0.8902008084075207,69,0.6070791184902191,0.04333685204950995
U0693,0.10646492876008926,0.378490686416626,0.034111193442754484,0.02432414605182609,0.1679462492465973,0.01756357165646621,0.8553900007535655,0.9101667404174805,0.1139695284775157,0.1753066509328226,0.5187384486198425,0.04098222164767448,1,usb_exfil,0.8365822534674169,68,0.49383553117513657,0.051656628806102715
U0617,0.16700254270523285,0.41635867953300476,0.04864083309503792,0.2815573994371021,0.7262012362480164,0.047017063898773116,0.02499167806970314,0.4176695942878723,0.007256180895423955,0.19347496995180913,0.4651201665401459,0.050443494113792176,1,cloud_exfil,0.8346838106997274,68,0.5063374191522598,0.0383393930007568
U0217,0.2560516845701805,0.5143734216690063,0.06271607094814022,0.1936579796606354,0.6551686525344849,0.03724020064315222,0.11903365620310032,0.9338813424110413,0.016058604412209538,0.12689636355990572,0.5124108195304871,0.031200432251901635,0,normal,0.8211033869662775,63,0.6539585590362549,0.0368038270638509
U0031,0.33813506561715256,0.537047803401947,0.07635242055424468,0.18827200886209383,0.6923221945762634,0.032977903715886096,0.0590703374896453,0.4033317267894745,0.017760394574211472,0.045494496747232535,0.4222433865070343,0.01306596687704384,1,flight_risk,0.8108382322764074,68,0.5137362778186798,0.03503917143034652
U0605,0.11694759696321504,0.4142155051231384,0.03423816609368407,0.19685353462665853,0.6429400444030762,0.03712943024540875,0.15099640324218963,0.6217902898788452,0.029448841220822513,0.292001686571751,0.7443524599075317,0.047572094793064054,1,cloud_exfil,0.8040645551144024,68,0.6058245748281479,0.037097133088244846
U0433,0.2543994596282235,0.4570416808128357,0.06800220183868078,0.0976208029023423,0.32675307989120483,0.03649936292005725,0.10198600732299933,0.5471530556678772,0.022771642628515054,0.2442238331314406,0.6049410700798035,0.049321647128866726,1,sabotage,0.7781805328556561,67,0.4839722216129303,0.04414871362902995
U0734,0.2576167838611759,0.5331194400787354,0.05775646640649938,0.23723353327811006,0.7666872143745422,0.03698357045106024,0.1037110815026036,0.4176695942878723,0.029678591262615683,0.04186263727644169,0.4348088204860687,0.011507453247856705,1,flight_risk,0.7505353123297118,70,0.5380712673068047,0.033981520342008
U0390,0.13455002711921332,0.4046277403831482,0.040324935328350325,0.21811456598514345,0.7276163697242737,0.03635195330389669,0.04585856108425057,0.4176695942878723,0.013314752771026072,0.2558899038517234,0.6388169527053833,0.048576057279265346,1,cloud_exfil,0.7132230546277054,68,0.5471826642751694,0.03464192467063461
U0951,0.1565621899794378,0.38633036613464355,0.0523181545804069,0.20623426677077755,0.6593471765518188,0.040380440382343605,0.3562050360955455,0.9103736281394958,0.05051318601472303,0.07075234988966067,0.4616084396839142,0.019787526199718287,0,normal,0.7034054279530653,60,0.6044149026274681,0.040749826794297964
U0891,0.29139264571499685,0.5615377426147461,0.06292818104300082,0.05695017319552155,0.22032678127288818,0.03134536294703928,0.08478223685873153,0.5143892168998718,0.019987503754878965,0.22217955972609146,0.5029618144035339,0.05356913471887444,1,sabotage,0.697512647079353,68,0.44980388879776,0.041957545615948375
U0559,0.20173509565358427,0.347392201423645,0.06990960501723853,0.2740371507148489,0.7257567048072815,0.045456274737084044,0.081991168736591,0.4033317267894745,0.02447260192602171,0.05839962356831047,0.5096037983894348,0.013795989208436416,1,flight_risk,0.6871989279858478,69,0.49652110785245895,0.03840861772219518
U0308,0.20507482959428916,0.4361153841018677,0.05924349588866111,0.23523184180097015,0.668960690498352,0.04430219412696199,0.042944171035032626,0.5471530556678772,0.009888379376322504,0.11954897068915987,0.5071355104446411,0.02969966460292949,0,normal,0.6694325375313704,63,0.5398411601781845,0.03578343349871878
U0160,0.22046415389524646,0.4135206937789917,0.06465264274255092,0.10876398166952789,0.3496508002281189,0.037722121983488885,0.15510700960995255,0.5471530556678772,0.03437701309859917,0.1912512377580066,0.484586238861084,0.04786066417984651,1,sabotage,0.6290825591469873,68,0.44872769713401794,0.04615311050112138
U0981,0.25738450854799433,0.4335368573665619,0.07253021712209891,0.23887543216040927,0.7882450819015503,0.03702310295042779,0.08518960583394014,0.5143892168998718,0.020232863496613702,0.002017198617677244,0.0389992780983448,0.006319092206180996,1,flight_risk,0.6212676952053491,67,0.4437926085665822,0.03402631894383035
U0033,0.05052500910960906,0.234862819314003,0.026281777196779887,0.04320093658266929,0.1633693128824234,0.03230615545145332,0.8413146512214307,0.9263940453529358,0.11094948632726029,0.14293114574182803,0.4124004542827606,0.042341899663661836,1,usb_exfil,0.6106205151005154,67,0.4342566579580307,0.05296982965978884
U0221,0.2625344406933935,0.43891772627830505,0.07200764679809117,0.198015350559842,0.744985818862915,0.03199825593674919,0.08629204411752475,0.5143892168998718,0.020195488171800433,0.04357148623591094,0.4133033752441406,0.012691380847365468,1,flight_risk,0.6071563042067306,69,0.5278990343213081,0.03422319293850157
U0229,0.13136856350401732,0.4344332218170166,0.036403561679600134,0.038789201109370446,0.17841944098472595,0.026172434126541095,0.639132470334587,0.9338813424110413,0.08239002556513077,0.13700137259312511,0.4653143286705017,0.035444915613642596,1,usb_exfil,0.5907523882691651,69,0.5030120834708214,0.045102734246228654
U0639,0.17181371844257917,0.40403953194618225,0.05444638630555361,0.24000559635246196,0.6465045809745789,0.047531863853276526,0.06374461340602812,0.5083986520767212,0.01605366454001699,0.12096707533049712,0.5110747218132019,0.030305249386968127,0,normal,0.5874560795805948,61,0.517504371702671,0.037084291021453816
U0251,0.2572386611841934,0.42340728640556335,0.07313973251664233,0.17812555574383926,0.7125746607780457,0.030093403772153197,0.2085558391789757,0.5143892168998718,0.0488096791120462,0.001999634533379505,0.0468890480697155,0.005133985846817307,1,flight_risk,0.577040083981011,69,0.4243150530382991,0.03929420031191476
U0778,0.2752114233629234,0.3941836357116699,0.08405108426349993,0.1718561396496577,0.6422202587127686,0.032214879084037515,0.08091072463473847,0.4033317267894745,0.024150112579725144,0.03855201102706955,0.39205101132392883,0.011838043013823693,1,flight_risk,0.5305591935494518,69,0.45794665813446045,0.038063529735271565
U0256,0.18843391606298412,0.4375894069671631,0.055134997104836596,0.19148307610805573,0.6772896647453308,0.036198537938781875,0.15233835275808302,0.7504205107688904,0.025991996622369548,0.09171416490809052,0.4946293830871582,0.023740594315671337,0,normal,0.516540433006516,61,0.5899822413921356,0.03526653149541484
U0285,0.09333459525866773,0.3595762252807617,0.031477281876601974,0.20656598093666909,0.7269136905670166,0.034460493692613586,0.11993584647397758,0.5143892168998718,0.0282750051256324,0.21745354816514678,0.6549113988876343,0.04026516587601116,1,cloud_exfil,0.5001990084214337,68,0.5639476329088211,0.03361948664271478
U0224,0.12354348588762099,0.33031633496284485,0.044387493902550104,0.2362414652970621,0.6560180187225342,0.04273770383096376,0.22572763469478765,0.5143892168998718,0.05207912759481549,0.07432901685782853,0.4460199773311615,0.019777659827321284,1,email_exfil,0.4850774845786308,71,0.4866858869791031,0.03974549628891266
U0039,0.24544488637367548,0.523518443107605,0.0595423755388061,0.15629380804655327,0.6688374876976013,0.02967736383853839,0.06398292432531621,0.5143892168998718,0.01579706426221697,0.0847558943688781,0.48059266805648804,0.022397364887799465,0,normal,0.45085309997049866,62,0.5468344539403915,0.03185354213184023
U0719,0.08110431816043895,0.3095765709877014,0.03200652249924771,0.24018823637832198,0.7906445860862732,0.03711359553413623,0.06915398555663071,0.5471530556678772,0.015440842197554658,0.1870448471459239,0.5192264318466187,0.04401001883563177,1,cloud_exfil,0.4055434312744083,67,0.5416501611471176,0.0321427447666426
U0654,0.19416997303111969,0.5207942128181458,0.04735001009542048,0.16536062228914675,0.6717736721038818,0.031261749162900566,0.09683347650687706,0.6708067059516907,0.01833294703993165,0.09104592072787658,0.47941988706588745,0.02411840603037083,0,normal,0.34203585927111185,62,0.5856986194849014,0.03026577808215588
U0647,0.15938421868432723,0.42179134488105774,0.048783395874465896,0.14899467853039208,0.6414487957954407,0.029987008181281756,0.24801813449525742,0.7658694982528687,0.04180738827562891,0.0775618785813001,0.4699975550174713,0.021304782038335666,0,normal,0.33349341102178326,60,0.5747767984867096,0.035470643592428054
U0497,0.15791773189026265,0.42698514461517334,0.04697018680525939,0.17096639313218423,0.6361616253852844,0.03413087613922295,0.16763752241022586,0.9338813424110413,0.0227973144651661,0.08885132083727956,0.5068309903144836,0.022264086541881514,0,normal,0.32030403631419807,62,0.6259647756814957,0.03154061598788249
U0760,0.13740770130639052,0.4426717758178711,0.037922052942868406,0.20936813112307912,0.5868346095085144,0.04358704791908411,0.02511980145691544,0.4176695942878723,0.007347607363098816,0.14174075185791263,0.44430580735206604,0.03897403232320276,1,cloud_exfil,0.31644901339641274,67,0.47287044674158096,0.03195768513706353
U0189,0.14115164637921523,0.4223334789276123,0.042792289272629055,0.19828002026543545,0.6641147136688232,0.038227063224618836,0.06170169948603975,0.3938570022583008,0.02005827760697938,0.12806004267345406,0.5155056118965149,0.031806459385885534,0,normal,0.3069208227256035,61,0.4989527016878128,0.033221022372528206
U0473,0.1496073757397204,0.42596563696861267,0.045342223599163844,0.1752644210963478,0.662580668926239,0.03414910897762222,0.1576313714155785,0.6217902898788452,0.03272827330317038,0.09250976403369446,0.5133089423179626,0.023266610412444304,0,normal,0.29952191406099427,60,0.5559113845229149,0.033871554073100184
U0445,0.07993889557390985,0.2987672984600067,0.0345421573766392,0.1705136082542146,0.665580153465271,0.033073720804926175,0.3640493902708472,0.9323806166648865,0.05040706912016806,0.08488785722453479,0.5060521960258484,0.021655819953472624,0,normal,0.29640791683085344,60,0.6006950661540031,0.034919691813801515
U0155,0.17395256891586827,0.38691282272338867,0.05756424411972193,0.19338925234575546,0.6443939805030823,0.03842518277960168,0.022757129387764616,0.38686245679855347,0.0075317513804546874,0.10479057106599791,0.44535306096076965,0.0301267891518066,0,normal,0.29481289046462733,61,0.4658805802464485,0.03341199185789622
U0598,0.1644415939705309,0.42667844891548157,0.04934532943178831,0.16643350923480374,0.6719819903373718,0.03171160469346582,0.13596166276056684,0.5003236532211304,0.034793691999721724,0.08571131245426954,0.485323429107666,0.022612155860218485,0,normal,0.2755085744067648,61,0.5210768803954124,0.03461569549629858
U0646,0.1936723144272333,0.479483425617218,0.05171648808658067,0.14250887224940023,0.6483698487281799,0.02814194923061331,0.12873561556798108,0.6217902898788452,0.026508787322453545,0.07890444969812672,0.4645739793777466,0.021746115797750612,0,normal,0.27222773736747663,61,0.5535543859004974,0.032028335109349534
U0282,0.24133040178712034,0.42110055685043335,0.06949791312968714,0.1544162587455115,0.6145797967910767,0.03046914658288562,0.04501897233005634,0.4176695942878723,0.013070983310599867,0.04035633793403098,0.42519301176071167,0.011509890066721089,1,flight_risk,0.2704460005848961,68,0.4696357399225235,0.031136983272473433
U0409,0.15238387797622313,0.44515421986579895,0.04419294073039358,0.15299088820546364,0.63214111328125,0.031244667247665347,0.17899277295092073,0.6942182183265686,0.033286172869460035,0.09158582992538068,0.5165948867797852,0.02288772131554803,0,normal,0.26109599798357636,60,0.5720271095633507,0.03290287554076675
U0326,0.12053052825704175,0.4121888279914856,0.037136844466732,0.2072262361194505,0.6749833822250366,0.03899023146049461,0.10145676279847694,0.40251222252845764,0.03201150434512284,0.10586870105828547,0.48604851961135864,0.027662543835126306,0,normal,0.26065999487821845,62,0.4939332380890846,0.03395028102686894
U0171,0.15218863014136141,0.4337577819824219,0.0445593742839666,0.1716213824429574,0.6532248258590698,0.03336667025405771,0.16501844093519014,0.5143892168998718,0.04074222838971764,0.07371444020604088,0.4724155068397522,0.01981675692769063,0,normal,0.25873165468763426,62,0.5184468328952789,0.03462125746385815
U0543,0.15409024322253975,0.43136364221572876,0.04573689583334957,0.19110534103575902,0.6537930369377136,0.037425500460112296,0.06551823799559936,0.5143892168998718,0.01630817773011437,0.0836029494133501,0.4828023910522461,0.02217110145776956,0,normal,0.22414296100826883,61,0.5205870717763901,0.030410418870336447
U0840,0.13497426463570533,0.33335375785827637,0.051422095435863145,0.18687739648084645,0.658933699131012,0.03601796829913485,0.10978212077805778,0.49822455644607544,0.02798405478167678,0.08940637263398561,0.49339669942855835,0.02301316707690427,0,normal,0.21776937068115587,62,0.49597717821598053,0.03460932139839476
U0575,0.17425030016122864,0.36853545904159546,0.05692063143642635,0.20700508599879644,0.677543044090271,0.03678066521149009,0.11378001724779094,0.7165996432304382,0.019114584510174136,0.003207433666803611,0.05267000198364258,0.007331111138254515,1,flight_risk,0.2129013819987007,69,0.4538370370864868,0.030036748074086274
U0967,0.12144846716594808,0.4025059640407562,0.03831985642948659,0.14052361549374334,0.6528067588806152,0.027338131493664722,0.23573986072023348,0.6239722371101379,0.04798128902198626,0.09823684789151238,0.5073763132095337,0.02458942570535049,0,normal,0.20915266970505456,62,0.5466653183102608,0.034557175662622015
U0344,0.17043031924870383,0.3817623555660248,0.05715955490220532,0.13340922082513032,0.667454183101654,0.02559171973325833,0.122998835287749,0.6369830369949341,0.024723401081320814,0.09071947942528986,0.4957679212093353,0.023429186516176606,0,normal,0.19182849967850998,61,0.5454918742179871,0.03272596555824027
U0783,0.20391208385572687,0.4341243505477905,0.059177762636820605,0.0765356268992394,0.6105586886405945,0.015793047922392372,0.2357131228207815,0.6748208999633789,0.0440073241424259,0.054861636883367204,0.48786166310310364,0.014167779681063138,0,normal,0.18455316105026717,63,0.5518414005637169,0.0332864785956755
U0150,0.12889140899248977,0.37793612480163574,0.043312147839456416,0.19803892277390822,0.6508579850196838,0.038642789859152794,0.024101598248281036,0.40251222252845764,0.007604504576809104,0.11087494668154935,0.4728519916534424,0.02977915406564748,0,normal,0.1811037887558828,62,0.4760395810008049,0.029834649085266444
U0878,0.16598135863769187,0.4205450117588043,0.05053379470158032,0.11642881484302121,0.6388278007507324,0.023335212038779127,0.2226634719514683,0.6974112391471863,0.040878515606593405,0.058077608325376874,0.48922714591026306,0.015199638503522468,0,normal,0.17663958222065962,61,0.5615027993917465,0.032486790212618834
U0829,0.03155313811218591,0.1698155254125595,0.022700099661078502,0.22478056038804667,0.739949643611908,0.037112412178023295,0.08025703791405651,0.40104392170906067,0.02444858828893126,0.1778892185962838,0.5488574504852295,0.03959612277044267,1,cloud_exfil,0.1733940508713816,67,0.4649166353046894,0.030964305724618932
U0782,0.16419854771002382,0.33120059967041016,0.060120660165680684,0.11387816663581085,0.38669121265411377,0.03571261955170555,0.03942483314568639,0.38686245679855347,0.012358302519286928,0.15900560784111165,0.5055618286132812,0.03814026524491149,1,sabotage,0.1710359781610797,68,0.40257902443408966,0.03658296187039616
U0239,0.17572833945823915,0.36730363965034485,0.05844928084487906,0.19711918591384867,0.6384096145629883,0.0377217712041304,0.09552473177301589,0.5471530556678772,0.0213289559148113,0.0013263106231617854,0.03575287014245987,0.004532073403614918,1,flight_risk,0.16875995870956953,67,0.39715479500591755,0.03050802034185892
U0348,0.15255836356084776,0.3961710035800934,0.048515784821329504,0.15406954958049948,0.652616024017334,0.029743276276248152,0.08743671301560141,0.5019669532775879,0.02194564864002464,0.0927842150867982,0.5208120942115784,0.022445162947521552,0,normal,0.1645736525567684,63,0.5178915187716484,0.030662468171280963
U0537,0.16381166724760243,0.4452446401119232,0.047106540722683304,0.13700367482834017,0.6533389091491699,0.026849040855695682,0.16755851401639743,0.7165996432304382,0.02993815241679244,0.05412469190501244,0.4734865128993988,0.014636017056560735,0,normal,0.16020188997975754,61,0.5721674263477325,0.02963243776293304
U0759,0.14003381085670566,0.4008970856666565,0.04235898570561189,0.17106724666949563,0.5964012742042542,0.03478354539868178,0.13287953579318731,0.5471530556678772,0.029450645422056207,0.05694204033778188,0.4944932460784912,0.01396426892954557,1,email_exfil,0.15341935995263561,68,0.5097361654043198,0.03013936136397386
U0427,0.13669849074072268,0.4137526750564575,0.04301271922853075,0.13965998352434306,0.6311641335487366,0.028807373860748782,0.20262970250189996,0.5143892168998718,0.05128439600674151,0.06428564495738637,0.5173717737197876,0.016176526308207307,0,normal,0.15088206789408357,59,0.5191694498062134,0.03482025385105709
U0677,0.16715664426568613,0.4305070638656616,0.04971396984675251,0.1064116979961208,0.6342412829399109,0.02148176437937063,0.18786113710879904,0.5471530556678772,0.04396055839749694,0.06981499050706647,0.5351275205612183,0.016704230699431832,0,normal,0.14509947370291215,61,0.536757230758667,0.03296513083076298
U0410,0.16148938405808352,0.44271570444107056,0.046325829598595374,0.12581244852881268,0.6650344729423523,0.024026118331386397,0.1427871121045886,0.40251222252845764,0.04505200179353837,0.0735373370207983,0.45656076073646545,0.020455658795189294,0,normal,0.14091819498434557,62,0.4917057901620865,0.03396490212967736
U0213,0.15508557551429375,0.45240578055381775,0.043891289777818324,0.16660356283225725,0.6284002065658569,0.03394556549769508,0.043520631922463984,0.4033317267894745,0.013815540791733465,0.07659021563932121,0.4904135465621948,0.019996128395288373,0,normal,0.13326784465959535,61,0.493637815117836,0.02791213111563381
U0192,0.19549750796404283,0.4256916642189026,0.05832439398410873,0.13972242700962154,0.6736872792243958,0.02633976701389704,1.0065135269191345e-05,0.0011306075612083077,0.0011306075612083077,0.07646143448152426,0.45987391471862793,0.021115813658862833,0,normal,0.12998050944978806,62,0.39009586643078364,0.026727645554519227
U0186,0.14367058936409996,0.4382480978965759,0.04197424720971822,0.1689176235627381,0.6405841112136841,0.033762444475364015,0.04474633604435543,0.4033317267894745,0.014204638204766347,0.0862476488908508,0.48889967799186707,0.022587210347305924,0,normal,0.12944140785220212,61,0.4927659034729004,0.028132135059288625
U0471,0.16815285620201764,0.42269906401634216,0.05011903352352412,0.13906733909751112,0.6249025464057922,0.028037712353233518,0.0669746332226736,0.4176695942878723,0.02020259737776267,0.07782391120139083,0.4982454478740692,0.0196788374821139,0,normal,0.1270980020982215,63,0.490879163146019,0.02950954518415855
U0697,0.12582522368793084,0.36045730113983154,0.043978823762751335,0.1538558135433521,0.6840104460716248,0.02833876383969226,0.11806494235622436,0.9323806166648865,0.015953554060413606,0.08697027512019771,0.5018699169158936,0.02183279843063521,0,normal,0.12247335210025113,63,0.6196795701980591,0.027525985023373105
U0788,0.13247166444107922,0.44667282700538635,0.03797244329427008,0.16569047175261306,0.6517746448516846,0.032548813006743615,0.0590023652405689,0.38686245679855347,0.019527557201027015,0.09349852609515232,0.5095329880714417,0.023494572166678378,0,normal,0.12232765306039012,61,0.4987107291817665,0.02838584641717977
U0539,0.13084303481220527,0.4192996025085449,0.03995408972028456,0.15653045053074516,0.6445313692092896,0.031094949691950965,0.09916091745638456,0.5471530556678772,0.023204210139887375,0.08422066003306351,0.48581135272979736,0.022196579960370295,0,normal,0.11939370758830173,61,0.5241988450288773,0.0291124573781233
U0384,0.16810485765747513,0.45458871126174927,0.04734746143670415,0.14494435198015224,0.6433291435241699,0.028847165993090024,0.02458195534875018,0.4033317267894745,0.007803494385519966,0.08647169432996434,0.49797990918159485,0.022232957073941583,0,normal,0.11845232568997335,61,0.49980737268924713,0.026557769722313933
U0542,0.15663341252435684,0.5163718461990356,0.03883800710763517,0.11052855861867034,0.6267592906951904,0.02257921342229789,0.18853310505012938,0.6217902898788452,0.038822077037232214,0.06000376938335764,0.49572357535362244,0.015497942397792404,0,normal,0.1180278449591774,61,0.5651612505316734,0.028934309991239422
U0672,0.10680469522781985,0.33239609003067017,0.041140495779875545,0.14695819175331779,0.655448853969574,0.028707149671129792,0.18262124358832071,0.6217902898788452,0.03760472721931692,0.08126992402919417,0.4726468324661255,0.022015481307234352,0,normal,0.11331406863204892,61,0.5205705165863037,0.03236696349438915
U0199,0.12203543980713462,0.40900564193725586,0.03884460110208947,0.101780481742806,0.6355423331260681,0.02084942164595524,0.31210915975636083,0.7678738832473755,0.052916439147508244,0.04806860894537034,0.44489145278930664,0.014066352166861118,0,normal,0.11046315535713547,59,0.5643283277750015,0.03166920351560352
U0292,0.12128508589848168,0.3941510021686554,0.03972547874999085,0.16018398685188084,0.6420214176177979,0.03221023974082679,0.12750249509436468,0.5471530556678772,0.03008390644293589,0.0703315341047367,0.4617776572704315,0.019662627385870716,0,normal,0.11002202565675116,60,0.5112757831811905,0.030420563079906062
U0164,0.12034774259129989,0.3289980888366699,0.04435985490721685,0.15536960254152063,0.624709963798523,0.030160126977106676,0.20262126477978162,0.6217902898788452,0.039517242307363844,0.03777786760925828,0.3825494647026062,0.011975547711554376,1,email_exfil,0.11000648273055254,68,0.48951195180416107,0.03150319297581043
U0664,0.11688217393047408,0.41278234124183655,0.03625452780952251,0.1535608594849729,0.6584650278091431,0.029859525560055535,0.12691738310951997,0.5471530556678772,0.029699378582022963,0.0837566300243548,0.4906914234161377,0.02185474836171677,0,normal,0.10776726142566927,61,0.5272729620337486,0.029417045078329443
U0054,0.11377700622929732,0.36687272787094116,0.039386122606271654,0.18643226600460994,0.6572896838188171,0.0360220493983066,0.041812803973577915,0.38686245679855347,0.013726406689402797,0.08803709107976695,0.5020689368247986,0.022269295962756116,0,normal,0.10517916206183231,62,0.4782734513282776,0.02785096866418429
U0592,0.11683771691868557,0.35428857803344727,0.041882255898423364,0.11693538172501242,0.664474606513977,0.022349700326102603,0.20239867885804133,0.6507595181465149,0.039499472851128946,0.08944463221493593,0.4654906392097473,0.02440323970868011,0,normal,0.10484926359249333,62,0.5337533354759216,0.032033667196083755
U0774,0.11478288700716341,0.43111470341682434,0.03381337057591384,0.15300557930589023,0.6374809145927429,0.030482054534918607,0.16160229572933202,0.6217902898788452,0.033007128633588796,0.06596802319507399,0.48378029465675354,0.017317669645205657,0,normal,0.10429325906674702,62,0.5435415506362915,0.028655055847406723
U0158,0.09943088971758209,0.27453088760375977,0.04563098425945547,0.172765243390438,0.6437922716140747,0.033809624134745614,0.09840608882960186,0.5471530556678772,0.02265911102331879,0.09362018641789006,0.48654356598854065,0.024242504951274217,0,normal,0.10242489796068291,63,0.4880049452185631,0.03158555609219852
U0485,0.12294222903174037,0.40980759263038635,0.03841104874651942,0.1762327758048346,0.6624308824539185,0.03406286656258701,0.04107497205415369,0.38686245679855347,0.013594266315387776,0.08527515271573424,0.5011273622512817,0.021787603934604167,0,normal,0.10074997731244897,61,0.490057073533535,0.026963946389774597
U0336,0.15368712588557412,0.375319242477417,0.05242902003732763,0.07279756540362779,0.6681777834892273,0.013949540633210397,0.27275795882469234,0.8607037663459778,0.040575026379913455,0.05321573221989298,0.4640982151031494,0.014681324114261486,0,normal,0.09879414896832757,61,0.5920747518539429,0.030408727791178237
U0396,0.13763793605146113,0.4385128319263458,0.03986208403934612,0.1647507717971279,0.6431046724319458,0.032534935351179226,0.04353151332462312,0.4033626914024353,0.013706046291777203,0.07576722812149836,0.4606809914112091,0.020887442228528133,0,normal,0.09763182248584037,62,0.486415296792984,0.02674762697770767
