user,date,logon_count,logoff_count,unique_pc_count,daily_unique_pc_count,after_hours_logon,daily_after_hours_logon_ratio,first_logon_time,last_logoff_time,weekend_logon,daily_pc_access_entropy,usb_connect_count,usb_disconnect_count,after_hours_usb_usage,daily_device_connect_count,daily_device_usage_flag,first_usb_usage_time,last_usb_usage_time,file_access_count,daily_unique_filename_count,daily_new_filename_count,daily_file_access_entropy,after_hours_file_access,weekend_file_access,daily_repeat_file_access_count,daily_repeat_file_ratio,first_file_access_time,last_file_access_time,http_count,daily_http_request_count,unique_url_count,suspicious_url_count,file_sharing_site_visits,job_search_site_visits,http_after_hours,daily_unique_domain_count,daily_new_domain_count,daily_domain_access_entropy,daily_external_domain_ratio
U0001,2024-01-15,2,2,1,1,0.0,0.0,7.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,10.0,2.564949357461537,3.0,0.0,0.0,0.0,7.0,23.0,15.0,15.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3792922544726758,1.0
U0001,2024-01-16,1,1,1,1,0.0,0.0,11.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,7.0,2.1972245773362196,1.0,0.0,0.0,0.0,7.0,21.0,17.0,17.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3197299215186697,1.0
U0001,2024-01-17,2,2,1,1,0.0,0.0,11.0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,1.945910149055313,1.0,0.0,0.0,0.0,7.0,20.0,37.0,37.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,1.3764918694658483,1.0
U0001,2024-01-18,1,1,1,1,0.0,0.0,9.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,13.0,2.70805020110221,1.0,0.0,0.0,0.0,1.0,16.0,20.0,20.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,1.2580481453641945,1.0
U0001,2024-01-19,1,1,1,1,0.0,0.0,13.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,7.0,2.54003630382098,0.0,0.0,1.0,0.07142857142857142,7.0,16.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2658567518727373,1.0
U0001,2024-01-20,1,1,1,1,0.0,0.0,7.0,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,15.0,2.9444389791664403,1.0,19.0,0.0,0.0,7.0,19.0,23.0,23.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2025488641189253,1.0
U0001,2024-01-22,1,1,1,1,0.0,0.0,14.0,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,5.0,2.772588722239781,1.0,0.0,0.0,0.0,7.0,23.0,37.0,37.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.3764918694658483,1.0
U0001,2024-01-23,2,2,1,1,0.0,0.0,8.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.6094379124341005,0.0,0.0,0.0,0.0,9.0,15.0,13.0,13.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0100997593541636,1.0
U0001,2024-01-24,2,2,1,1,0.0,0.0,7.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,1.6094379124341005,0.0,0.0,0.0,0.0,9.0,16.0,35.0,35.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.3600154020535176,1.0
U0001,2024-01-25,1,1,1,1,0.0,0.0,11.0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,4.0,2.564949357461537,0.0,0.0,0.0,0.0,8.0,14.0,15.0,15.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2700278611169693,1.0
U0001,2024-01-26,2,2,1,1,0.0,0.0,8.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,2.3025850929940455,0.0,0.0,0.0,0.0,7.0,16.0,38.0,38.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,1.3386718783221465,1.0
U0001,2024-01-29,2,2,1,1,0.0,0.0,8.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,7.0,2.639057329615258,0.0,0.0,0.0,0.0,7.0,17.0,20.0,20.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.070047314690476,1.0
U0001,2024-01-30,1,1,1,1,0.0,0.0,15.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,14.0,7.0,2.5577938601077324,1.0,0.0,3.0,0.17647058823529413,5.0,17.0,11.0,11.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.2945451658448959,1.0
U0001,2024-01-31,1,1,1,1,0.0,0.0,9.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,6.0,2.9264175554979968,1.0,0.0,1.0,0.05,7.0,18.0,25.0,25.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.208132104199607,1.0
U0001,2024-02-01,1,1,1,1,0.0,0.0,15.0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,12.0,2.833213344056216,1.0,0.0,0.0,0.0,4.0,16.0,34.0,34.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.304691669768891,1.0
U0001,2024-02-02,2,2,1,1,0.0,0.0,10.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,6.0,2.833213344056216,1.0,0.0,0.0,0.0,7.0,22.0,40.0,40.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.3514395192866653,1.0
U0001,2024-02-05,1,1,1,1,0.0,0.0,10.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,4.0,2.3978952727983707,0.0,0.0,0.0,0.0,7.0,16.0,18.0,18.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.3548850530060133,1.0
U0001,2024-02-06,1,1,1,1,0.0,0.0,16.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,6.0,2.484906649788001,0.0,0.0,0.0,0.0,7.0,16.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3421257227487469,1.0
U0001,2024-02-07,2,2,1,1,0.0,0.0,8.0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,6.0,2.3025850929940455,2.0,0.0,0.0,0.0,0.0,19.0,31.0,31.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.3806550878322736,1.0
U0001,2024-02-08,1,1,1,1,0.0,0.0,9.0,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,7.0,2.871476118054867,1.0,0.0,1.0,0.05263157894736842,7.0,20.0,31.0,31.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3290788655034196,1.0
U0001,2024-02-09,1,1,1,1,0.0,0.0,15.0,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,5.0,2.54003630382098,0.0,0.0,1.0,0.07142857142857142,7.0,15.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.370502389918909,1.0
U0001,2024-02-12,1,1,1,1,0.0,0.0,15.0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,2.0,2.484906649788001,1.0,0.0,0.0,0.0,0.0,16.0,30.0,30.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,1.3751146687214826,1.0
U0001,2024-02-13,2,2,1,1,0.0,0.0,13.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,7.0,2.890371757896165,0.0,0.0,0.0,0.0,7.0,15.0,20.0,20.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3451529218673646,1.0
U0001,2024-02-14,2,2,1,1,0.0,0.0,7.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,6.0,2.3978952727983707,0.0,0.0,0.0,0.0,8.0,17.0,22.0,22.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,1.3447551106252167,1.0
U0001,2024-02-15,2,2,1,1,0.0,0.0,8.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,5.0,2.995732273553991,0.0,0.0,0.0,0.0,7.0,16.0,37.0,37.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3601267231048066,1.0
U0001,2024-02-16,2,2,1,1,0.0,0.0,8.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,6.0,2.995732273553991,1.0,0.0,0.0,0.0,2.0,16.0,32.0,32.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3599762717692176,1.0
U0001,2024-02-19,1,1,1,1,0.0,0.0,9.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,5.0,1.945910149055313,0.0,0.0,0.0,0.0,7.0,14.0,15.0,15.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9701157839869381,1.0
U0001,2024-02-20,1,0,1,1,0.0,0.0,17.0,0.0,0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,8.0,8.0,2.0,2.0794415416798357,1.0,0.0,0.0,0.0,8.0,21.0,29.0,29.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.2203886029053113,1.0
U0001,2024-02-21,2,3,1,1,0.0,0.0,12.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,4.0,2.9264175554979968,0.0,0.0,1.0,0.05,7.0,17.0,30.0,30.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3512196258319578,1.0
U0001,2024-02-22,2,2,1,1,1.0,0.5,5.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,2.3025850929940455,1.0,0.0,0.0,0.0,2.0,15.0,36.0,36.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,1.357413795390244,1.0
U0001,2024-02-23,1,1,1,1,0.0,0.0,10.0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,4.0,2.70805020110221,2.0,0.0,0.0,0.0,1.0,15.0,20.0,20.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3350851650920204,1.0
U0001,2024-02-26,1,1,1,1,0.0,0.0,11.0,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,4.0,2.8133554045006157,1.0,0.0,1.0,0.05555555555555555,2.0,15.0,11.0,11.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3421131789144003,1.0
U0001,2024-02-27,1,1,1,1,0.0,0.0,8.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,2.3025850929940455,0.0,0.0,0.0,0.0,8.0,14.0,38.0,38.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.348672286372031,1.0
U0001,2024-02-28,1,1,1,1,0.0,0.0,10.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.6094379124341005,0.0,0.0,0.0,0.0,7.0,16.0,25.0,25.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.308732626562621,1.0
U0001,2024-02-29,2,2,1,1,0.0,0.0,7.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,3.0,2.564949357461537,0.0,0.0,0.0,0.0,7.0,17.0,36.0,36.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,1.3191876484910097,1.0
U0001,2024-03-01,1,1,1,1,0.0,0.0,16.0,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,2.0,2.564949357461537,3.0,0.0,0.0,0.0,2.0,22.0,24.0,24.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3191333680541037,1.0
U0001,2024-03-04,1,1,1,1,0.0,0.0,7.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,1.945910149055313,0.0,0.0,0.0,0.0,7.0,13.0,25.0,25.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.346023334018513,1.0
U0001,2024-03-05,2,2,1,1,0.0,0.0,7.0,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1.7917594692280547,0.0,0.0,0.0,0.0,8.0,15.0,27.0,27.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3627206209320328,1.0
U0001,2024-03-06,2,2,1,1,0.0,0.0,8.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,8.0,2.995732273553991,1.0,0.0,0.0,0.0,7.0,22.0,32.0,32.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.2148238940310905,1.0
U0001,2024-03-07,1,1,1,1,0.0,0.0,10.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,6.0,2.772588722239781,2.0,0.0,0.0,0.0,0.0,22.0,11.0,11.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2636544318820966,1.0
U0001,2024-03-08,1,1,1,1,0.0,0.0,9.0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2.0,2.3978952727983707,1.0,0.0,0.0,0.0,7.0,21.0,25.0,25.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2982196420840952,1.0
U0001,2024-03-11,2,2,1,1,0.0,0.0,11.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,2.1972245773362196,1.0,0.0,0.0,0.0,4.0,14.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2047933096947843,1.0
U0001,2024-03-12,2,2,1,1,1.0,0.5,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,2.0,2.772588722239781,0.0,0.0,0.0,0.0,7.0,16.0,39.0,39.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1.374964613902438,1.0
U0001,2024-03-13,1,1,1,1,0.0,0.0,16.0,21.0,0,0.0,1.0,0.0,1.0,1.0,1.0,20.0,0.0,5.0,5.0,1.0,1.6094379124341005,0.0,0.0,0.0,0.0,10.0,16.0,14.0,14.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3337360272028096,1.0
U0001,2024-03-14,1,1,1,1,0.0,0.0,13.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.0,2.0794415416798357,0.0,0.0,0.0,0.0,9.0,15.0,11.0,11.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3421131789144003,1.0
U0001,2024-03-15,1,1,1,1,0.0,0.0,13.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,2.0794415416798357,0.0,0.0,0.0,0.0,7.0,15.0,24.0,24.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.372340446551471,1.0
U0001,2024-03-18,2,2,1,1,0.0,0.0,8.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,3.0,2.9444389791664403,0.0,0.0,0.0,0.0,7.0,15.0,21.0,21.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.3438103288219776,1.0
U0001,2024-03-19,1,1,1,1,0.0,0.0,15.0,20.0,0,0.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,8.0,8.0,3.0,2.0794415416798357,1.0,0.0,0.0,0.0,7.0,18.0,13.0,13.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,1.3322449224385329,1.0
U0001,2024-03-20,1,1,1,1,0.0,0.0,7.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,3.0,2.639057329615258,0.0,0.0,0.0,0.0,7.0,16.0,22.0,22.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3306281089500502,1.0
U0001,2024-03-21,2,2,1,1,0.0,0.0,12.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,1.0,2.564949357461537,0.0,0.0,0.0,0.0,7.0,15.0,20.0,20.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2968441295132072,1.0
U0001,2024-03-22,1,1,1,1,0.0,0.0,7.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,3.0,2.995732273553991,1.0,0.0,0.0,0.0,5.0,17.0,38.0,38.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,1.3737766684516086,1.0
U0001,2024-03-25,1,1,1,1,0.0,0.0,13.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,2.0,2.70805020110221,1.0,0.0,0.0,0.0,7.0,23.0,21.0,21.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.2980354848631954,1.0
U0001,2024-03-26,1,1,1,1,0.0,0.0,8.0,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,4.0,2.70805020110221,1.0,0.0,0.0,0.0,8.0,19.0,17.0,17.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.2980356797346742,1.0
U0001,2024-03-27,1,1,1,1,0.0,0.0,15.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.7917594692280547,1.0,0.0,0.0,0.0,7.0,21.0,26.0,26.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.32777836201114,1.0
U0001,2024-03-28,2,2,1,1,0.0,0.0,9.0,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,2.0,2.833213344056216,0.0,0.0,0.0,0.0,7.0,16.0,29.0,29.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.3074342747902294,1.0
U0001,2024-03-29,2,2,1,1,0.0,0.0,8.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,2.3025850929940455,1.0,0.0,0.0,0.0,0.0,15.0,18.0,18.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.2110440167801229,1.0
U0002,2024-01-01,2,2,1,1,0.0,0.0,7.0,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,19.0,2.9264175554979968,2.0,0.0,1.0,0.05,6.0,22.0,15.0,15.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3095258353040693,1.0
U0002,2024-01-02,2,2,1,1,0.0,0.0,8.0,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,2.70805020110221,0.0,0.0,0.0,0.0,7.0,17.0,17.0,17.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.2980356797346742,1.0
U0002,2024-01-03,1,1,1,1,0.0,0.0,14.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,18.0,2.9444389791664403,1.0,0.0,0.0,0.0,3.0,16.0,17.0,17.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.3664254949488692,1.0
U0002,2024-01-04,1,1,1,1,0.0,0.0,15.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,12.0,2.639057329615258,0.0,0.0,0.0,0.0,7.0,15.0,15.0,15.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.194453006323357,1.0
U0002,2024-01-05,1,1,1,1,0.0,0.0,10.0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.0,2.0794415416798357,0.0,0.0,0.0,0.0,7.0,16.0,24.0,24.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,1.3793174038356808,1.0
U0002,2024-01-08,1,1,1,1,1.0,1.0,6.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,2.564949357461537,0.0,0.0,0.0,0.0,7.0,17.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.2047933096947843,1.0
U0002,2024-01-09,1,1,1,1,0.0,0.0,13.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,10.0,2.3978952727983707,2.0,0.0,0.0,0.0,7.0,19.0,36.0,36.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,1.358866915840253,1.0
U0002,2024-01-10,2,2,1,1,0.0,0.0,7.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,8.0,2.3693821196946763,1.0,0.0,1.0,0.08333333333333333,4.0,16.0,37.0,37.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,1.3043251769043802,1.0
U0002,2024-01-11,1,1,1,1,0.0,0.0,9.0,14.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,8.0,2.1972245773362196,0.0,0.0,0.0,0.0,8.0,15.0,30.0,30.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.3751146687214826,1.0
U0002,2024-01-12,1,1,1,1,0.0,0.0,7.0,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,8.0,2.484906649788001,0.0,0.0,0.0,0.0,7.0,15.0,37.0,37.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.3601267231048066,1.0
U0002,2024-01-15,2,2,1,1,0.0,0.0,7.0,18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,7.0,16.0,23.0,23.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3403143999227565,1.0
U0002,2024-01-16,2,2,1,1,0.0,0.0,9.0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,1.7917594692280547,0.0,0.0,0.0,0.0,10.0,15.0,35.0,35.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,1.3280834098663328,1.0
U0002,2024-01-17,2,2,1,1,1.0,0.5,0.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,10.0,2.995732273553991,3.0,0.0,0.0,0.0,0.0,19.0,20.0,20.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.1872832254713435,1.0
U0002,2024-01-18,1,1,1,1,0.0,0.0,15.0,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2.0,1.5607104090414063,0.0,0.0,1.0,0.16666666666666666,8.0,16.0,29.0,29.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,1.3845494346899132,1.0
U0002,2024-01-19,1,1,1,1,0.0,0.0,9.0,13.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,10.0,2.890371757896165,1.0,0.0,0.0,0.0,7.0,23.0,31.0,31.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1.309092682291703,1.0
