file_risk,http_risk,logon_risk,device_risk,user,date,actual_label,predicted_prob
-0.36557597,-1.0058856,-0.5555171,-0.049145974,U0002,2024-02-12,0,0.0005047195
-0.34694245,-2.6871977,-0.114100054,-0.09081365,U0002,2024-02-13,0,0.00014279834
-0.12511128,-0.522229,-0.59355223,-0.046660516,U0002,2024-02-14,0,0.0010043278
-1.3008415,-2.6108103,0.47666037,0.24359052,U0002,2024-02-15,0,0.00014976684
-0.059645407,-1.3765366,-0.33281386,-0.06937604,U0002,2024-02-16,0,0.00057921966
-0.20125736,-2.2962172,1.7387356,-0.040658038,U0002,2024-02-17,0,0.0016353289
-0.30544928,-1.6694508,1.881909,-0.058310237,U0002,2024-02-19,0,0.0031219223
0.15094973,-1.1157365,-0.18211658,-0.086334825,U0002,2024-02-20,0,0.0010603267
-0.46303806,-2.8668787,-0.46190447,-0.07130779,U0002,2024-02-21,0,7.651019e-05
-0.5358969,-0.9392373,-0.5126499,-0.049322713,U0002,2024-02-22,0,0.00047487466
-0.12232091,-1.9943163,-0.6152429,-0.095294066,U0002,2024-02-23,0,0.00021555979
-0.2956929,-1.5087341,-0.48649424,-0.047037046,U0002,2024-02-26,0,0.00035153964
0.18809164,-1.274265,-0.41738302,-0.060970824,U0002,2024-02-27,0,0.000761541
-0.13390334,-2.5677555,1.1914089,-0.0738236,U0002,2024-02-28,0,0.00074680964
-0.29229045,-1.6370523,-0.12805207,-0.04942162,U0002,2024-02-29,0,0.00044291353
-0.5043998,-2.484089,-0.6442771,-0.06337747,U0002,2024-03-01,0,9.041367e-05
-0.30457866,-1.023372,-0.68616605,-0.04559098,U0002,2024-03-04,0,0.00046426724
-0.565887,-2.542769,-0.591908,-0.07210986,U0002,2024-03-05,0,8.375297e-05
-0.443128,-1.6649802,-0.50569177,-0.046921633,U0002,2024-03-06,0,0.0002545893
-0.6321666,-2.4144263,-0.5912224,-0.064966194,U0002,2024-03-07,0,8.981542e-05
0.15374753,-1.2418114,-0.4122868,-0.0641765,U0002,2024-03-08,0,0.000761541
-0.5296998,-1.9116075,0.44794205,-0.04056314,U0002,2024-03-11,0,0.00047638488
0.117293276,-1.5352722,0.2675625,-0.050690807,U0002,2024-03-12,0,0.0010949131
-0.67901105,-1.3954579,-0.37897637,-0.043052852,U0002,2024-03-13,0,0.0003000151
-0.57408845,-1.8601054,-0.4721892,-0.06970331,U0002,2024-03-14,0,0.00018574129
0.29191148,-2.3856997,-0.5613677,-0.082625054,U0002,2024-03-15,0,0.00023571293
-0.36748055,-1.7317894,-0.62580466,-0.045970134,U0002,2024-03-18,0,0.00022800198
-0.9126925,-1.6554645,-0.42417657,-0.04217058,U0002,2024-03-19,0,0.00017520363
-0.36454543,-1.6690967,-0.3494224,-0.045970134,U0002,2024-03-20,0,0.0003209463
-0.68842316,-2.820214,-0.5055442,-0.0688078,U0002,2024-03-21,0,6.141055e-05
-0.32472858,-1.6223307,-0.4362047,-0.046921633,U0002,2024-03-22,0,0.00032057718
-0.37693036,-1.9347425,0.07815331,-0.04056314,U0002,2024-03-25,0,0.00037471755
-0.4641653,-1.5718911,-0.48490837,-0.045061275,U0002,2024-03-26,0,0.00027986921
-0.36835697,-2.4461803,-0.58529925,-0.067652375,U0002,2024-03-27,0,0.000113638824
-0.21945162,-3.4885967,0.42509118,-0.08417866,U0002,2024-03-28,0,0.00012563354
0.09473097,-1.7457951,0.5598802,-0.041352015,U0002,2024-03-29,0,0.0011725349
-0.4751935,1.0261029,1.2092011,-0.041259125,U0005,2024-01-01,0,0.01991768
0.62619084,-1.0859176,-0.14535502,-0.07602601,U0005,2024-01-02,0,0.0018402998
0.17366295,-2.3925884,-0.5609306,-0.08422949,U0005,2024-01-03,0,0.00020775053
-0.084303774,1.0379667,-1.005698,-0.045148484,U0005,2024-01-04,0,0.0032949552
0.37282044,-1.2031971,-0.081075996,-0.052769527,U0005,2024-01-05,0,0.0013871718
1.2583618,-0.9987042,-0.25169662,-0.07283606,U0005,2024-01-08,0,0.0034027873
0.0044214707,-1.3537205,-0.32829416,-0.068860725,U0005,2024-01-09,0,0.00063494855
-0.080516964,-1.3877131,-0.4470371,-0.06694012,U0005,2024-01-10,0,0.00050166034
-0.9497203,-1.9297899,0.24553664,-0.045008264,U0005,2024-01-11,0,0.00024998456
-0.04986028,-2.2175584,-0.564422,-0.086477816,U0005,2024-01-12,0,0.00019678535
1.3434209,-2.4154358,-0.5729576,-0.10300499,U0005,2024-01-15,0,0.00063398166
-0.20688769,-3.1332824,-0.4401944,-0.08946607,U0005,2024-01-16,0,7.599943e-05
-0.110053994,-0.6596092,-0.49217314,-0.05400109,U0005,2024-01-17,0,0.00097634766
0.05803477,-2.0880377,-0.563653,-0.08998836,U0005,2024-01-18,0,0.00024882177
-0.21072881,-1.5895274,1.2282425,-0.05440615,U0005,2024-01-19,0,0.0019435431
0.29919782,1.7383773,-0.7311406,-0.039293334,U0005,2024-01-22,0,0.012770846
-0.33568454,-1.0780426,-0.32554013,-0.046647906,U0005,2024-01-23,0,0.0006103959
-0.31932542,-1.5816866,-0.46835408,-0.044695072,U0005,2024-01-24,0,0.0003257857
-0.52247185,-3.4602365,-0.49423897,-0.06951165,U0005,2024-01-25,0,3.8634014e-05
-0.7134252,-1.8404083,-0.30525666,-0.039724275,U0005,2024-01-26,0,0.00020066064
-0.64520276,-2.738628,-0.54319,-0.066769935,U0005,2024-01-29,0,6.713948e-05
-1.7574519,-1.5478625,-0.49563935,-0.047406074,U0005,2024-01-30,0,7.764872e-05
-0.10894075,1.4866846,-0.7668449,-0.046426047,U0005,2024-01-31,0,0.006365947
-0.95263845,-2.7141721,-0.50721264,-0.11031931,U0005,2024-02-01,0,5.0211147e-05
-0.71998703,-1.4637975,1.7756972,-0.034278158,U0005,2024-02-02,0,0.0023353815
-0.17199056,-1.9456159,1.348966,-0.039809138,U0005,2024-02-04,0,0.0016206146
-0.12268346,-1.2153187,-0.09876294,-0.06242831,U0005,2024-02-05,0,0.00081291527
-0.70401967,-0.9951293,-0.3527432,-0.04407218,U0005,2024-02-06,0,0.00044774354
-0.033562217,-1.4876826,-0.4880913,-0.053270936,U0005,2024-02-07,0,0.00046292384
-1.0905281,-1.0593556,-0.4119261,-0.046882816,U0005,2024-02-08,0,0.000268183
-0.93782604,-3.3792884,-0.5960729,-0.067745246,U0005,2024-02-09,0,2.501998e-05
-0.14634614,-1.6190284,1.7015432,-0.03445173,U0005,2024-02-11,0,0.0032913538
-0.041064564,1.7128487,-0.7861941,-0.035982396,U0005,2024-02-12,0,0.008448594
-0.5043998,-2.750952,-0.6672727,-0.06602312,U0005,2024-02-13,0,6.7485526e-05
-1.0102057,2.3215756,-0.7332161,-0.03584313,U0005,2024-02-14,0,0.006227283
-0.95210826,-3.2952898,-0.6667377,-0.06679637,U0005,2024-02-15,0,2.501998e-05
-0.13669936,-1.8222885,1.5419587,-0.058914103,U0005,2024-02-16,0,0.0022584337
-0.37937197,-0.99156004,-0.5918286,-0.047473453,U0005,2024-02-19,0,0.0004878025
-0.8294473,-2.7903016,-0.4381131,-0.066801995,U0005,2024-02-20,0,5.8903926e-05
-0.04986028,-2.2175584,-0.564422,-0.086477816,U0005,2024-02-21,0,0.00019678535
-1.0323132,-0.47470167,-0.48109785,-0.047157504,U0005,2024-02-22,0,0.00047574684
0.97054565,-1.8151879,-0.52693754,-0.11714662,U0005,2024-02-23,0,0.00082145986
0.112435296,3.9537485,-0.8661918,0.012076385,U0005,2024-02-26,0,0.08295848
-0.76371247,-1.6606817,-0.48001605,-0.04781251,U0005,2024-02-27,0,0.00019022623
-0.35502273,-0.8122387,-0.34643736,-0.04639341,U0005,2024-02-28,0,0.000764923
-0.28799817,-0.65958905,-0.27898815,-0.04529065,U0005,2024-02-29,0,0.0010201917
-0.07656531,-1.2620726,-0.40262723,-0.06727573,U0005,2024-03-01,0,0.00059674756
-0.80468345,-1.6461741,-0.5253191,-0.046139996,U0005,2024-03-04,0,0.00017735136
-0.30918312,-2.4729645,-0.22198957,-0.089706235,U0005,2024-03-05,0,0.00016511141
-0.51868564,-2.766508,-0.55592656,-0.06947461,U0005,2024-03-06,0,7.2963565e-05
-0.07825647,-1.4032911,-0.43481392,-0.06584589,U0005,2024-03-07,0,0.00050166034
0.15066049,-1.1422678,-0.40493304,-0.059110466,U0005,2024-03-08,0,0.00084906234
-0.4731557,-3.3467734,-0.51600134,-0.05707877,U0005,2024-03-11,0,4.50412e-05
-0.7947108,-1.6481597,-0.5322118,-0.047234233,U0005,2024-03-12,0,0.00017735136
-0.118329644,-0.81292135,-0.34650746,-0.059238404,U0005,2024-03-13,0,0.00095592457
-1.3352926,-2.609862,-0.43455663,2.5450935,U0005,2024-03-14,0,0.0005813961
-0.4336565,-2.7199469,-0.06160783,-0.07074936,U0005,2024-03-15,0,0.00013625534
1.2118648,-0.91078824,1.8559061,-0.07831932,U0005,2024-03-16,0,0.02829911
-0.39390218,-1.3880852,-0.52023494,-0.050560385,U0005,2024-03-18,0,0.00034636736
-0.3595662,-0.9250909,-0.49463806,-0.05408352,U0005,2024-03-19,0,0.00058211636
-0.33128774,-2.3994498,-0.64189565,-0.07060248,U0005,2024-03-20,0,0.000116428266
-0.23215787,-2.8125606,-0.49002323,-0.07119792,U0005,2024-03-21,0,9.894749e-05
-0.09295263,-1.2215877,-0.414946,-0.06611387,U0005,2024-03-22,0,0.0006045152
0.058903623,-1.3005832,0.2811062,-0.051721968,U0005,2024-03-25,0,0.0013221501
-0.52084774,-1.6802632,-0.41898093,-0.04942162,U0005,2024-03-26,0,0.00025236182
0.07085793,-1.1215873,-0.43256098,-0.06344852,U0005,2024-03-27,0,0.0007751978
-0.05064358,2.2947989,0.4954324,-0.032408558,U0005,2024-03-28,0,0.0517741
0.33530468,-1.1541007,-0.16925085,-0.057610195,U0005,2024-03-29,0,0.0012788231
0.37545246,0.80387676,1.7376218,-0.056458984,U0015,2024-01-01,0,0.05983932
-0.3111295,-2.5827568,-0.11025083,-0.089706235,U0015,2024-01-02,0,0.00016511141
-0.0834993,-2.5051699,-0.4598316,-0.08942904,U0015,2024-01-03,0,0.00015799163
0.4931683,-0.6297422,-0.5718824,-0.072917834,U0015,2024-01-04,0,0.0016650208
0.8357711,2.3000157,-0.76268095,-0.06509003,U0015,2024-01-05,0,0.035336487
0.25775516,-1.23925,-0.55322856,-0.058840327,U0015,2024-01-08,0,0.0007397625
-0.11803916,-2.2197368,1.2781618,-0.040131662,U0015,2024-01-09,0,0.0012115713
0.5712632,-1.0817314,-0.23360188,-0.083263,U0015,2024-01-10,0,0.0015903496
-0.1752764,-2.5585465,-0.28305894,-0.0738841,U0015,2024-01-11,0,0.0001656196
-1.2130412,-2.3751504,-0.5414785,0.27678668,U0015,2024-01-12,0,7.7297955e-05
0.35576126,-1.4864502,0.25366843,-0.057441894,U0015,2024-01-15,0,0.0014290138
-0.15127593,-0.81097996,-0.32028946,-0.05183209,U0015,2024-01-16,0,0.00095842965
0.87424326,-1.1506895,0.61983,-0.083221115,U0015,2024-01-17,0,0.0047035883
0.19304818,-2.3852868,-0.45223197,-0.08060784,U0015,2024-01-18,0,0.00023872555
-0.13618268,-2.4903631,1.0728517,-0.061820496,U0015,2024-01-19,0,0.0007237114
0.97999984,2.5374866,-0.6899062,-0.051116887,U0015,2024-01-20,0,0.055283215
0.17889225,-2.4165897,-0.5382886,-0.08809947,U0015,2024-01-22,0,0.00020775053
-0.076993875,-1.3910764,-0.44472936,-0.069407724,U0015,2024-01-23,0,0.00050166034
-0.15579106,-1.4469365,-0.34479028,-0.048650887,U0015,2024-01-24,0,0.00049470883
-0.91565084,-2.6479175,-0.56717837,-0.06770037,U0015,2024-01-25,0,5.4714517e-05
-1.0515653,-1.7480289,-0.42667282,-0.04199701,U0015,2024-01-26,0,0.00013868783
-0.120725825,-2.6944656,-0.6050558,-0.07054373,U0015,2024-01-29,0,0.0001110217
-0.48332542,-1.8078057,0.11743674,-0.04084907,U0015,2024-01-30,0,0.00039769735
0.13318044,-1.1582705,-0.52731746,-0.058584403,U0015,2024-01-31,0,0.0007269907
-0.2906086,-1.7570522,2.0712688,-0.04068299,U0015,2024-02-01,0,0.0035687925
-0.43068564,-1.7095073,-0.042149134,-0.048973057,U0015,2024-02-02,0,0.00039108566
-0.29416883,-0.31374845,-0.58005774,-0.04694044,U0015,2024-02-05,0,0.0010585528
-0.33609906,-1.7131187,-0.2926629,-0.04472776,U0015,2024-02-06,0,0.00033485048
-0.50161654,-1.7136219,-0.42939442,-0.046921633,U0015,2024-02-07,0,0.0002468612
-0.97776127,-2.3174725,0.042044166,-0.047034692,U0015,2024-02-08,0,0.00013432636
-0.7712724,-1.6066,-0.40016744,-0.04942162,U0015,2024-02-09,0,0.00021549815
-0.17197913,-0.6877526,-0.3784417,-0.04912801,U0015,2024-02-12,0,0.0010045815
-1.1540388,-1.587749,0.68324715,-0.07895497,U0015,2024-02-13,0,0.00042953674
-0.12860192,-2.4158797,-0.5177771,-0.06551531,U0015,2024-02-14,0,0.00015960421
-0.64928776,-0.5943602,-0.046595454,-0.043106265,U0015,2024-02-15,0,0.0009594131
-0.31821024,-2.1157444,-0.6546721,-0.0897404,U0015,2024-02-16,0,0.00015173122
0.19156033,-1.2636379,-0.428273,-0.0641765,U0015,2024-02-19,0,0.000761541
0.14128461,-2.4062033,-0.50973755,-0.08942904,U0015,2024-02-20,0,0.00020775053
-1.0087633,-2.3758125,-0.6334766,-0.04620757,U0015,2024-02-21,0,6.257137e-05
-0.23070706,-1.6534151,-0.5231577,-0.046139996,U0015,2024-02-22,0,0.00031321665
-0.6063661,-2.5677097,0.5386558,-0.045716003,U0015,2024-02-23,0,0.00024944672
-0.72824514,-2.6574163,-0.606542,-0.06674887,U0015,2024-02-26,0,6.290431e-05
-1.3959534,-1.4359198,-0.20969252,-0.048979748,U0015,2024-02-27,0,0.00016565705
-0.4983209,-2.6949644,-0.5943091,-0.06942368,U0015,2024-02-28,0,7.6979144e-05
-0.7765165,-1.483536,-0.49352252,-0.046986252,U0015,2024-02-29,0,0.00022137226
0.15893646,-1.5412449,-0.555814,-0.079003155,U0015,2024-03-01,0,0.00048445413
-0.08554566,-1.7178814,-0.40897495,-0.087934434,U0015,2024-03-04,0,0.0003650124
-0.7677528,-1.6101197,-0.40016744,-0.04942162,U0015,2024-03-05,0,0.00021549815
1.0288447,-1.8292572,-0.21060291,0.35476622,U0015,2024-03-06,0,0.001886532
0.19578187,-1.289015,-0.40711743,-0.0641765,U0015,2024-03-07,0,0.000761541
0.31437415,-2.2371304,-0.40600407,-0.07843393,U0015,2024-03-08,0,0.00032803087
-0.04885943,-1.2118477,-0.32253686,-0.072371274,U0015,2024-03-11,0,0.0006952851
-0.07016501,-1.8285952,-0.5567627,-0.06904912,U0015,2024-03-12,0,0.0002917111
-0.09408372,1.08116,-0.8623287,-0.04666421,U0015,2024-03-13,0,0.003923675
-1.0220889,-2.2191486,-0.66217285,-0.066282056,U0015,2024-03-14,0,6.877704e-05
-0.6444349,-2.7433121,0.30889505,-0.04572923,U0015,2024-03-15,0,0.0001601147
-0.2844111,-1.5505472,-0.3900394,-0.053831104,U0015,2024-03-18,0,0.00037294492
-0.3934225,-2.6459396,-0.6567848,-0.07138411,U0015,2024-03-19,0,8.418472e-05
-0.66332185,-1.6104318,-0.54551506,-0.045439273,U0015,2024-03-20,0,0.00020762024
-0.80204123,-1.7788657,1.0703162,-0.07346325,U0015,2024-03-21,0,0.00074682676
0.28516653,-1.0832447,-0.296702,0.19721174,U0015,2024-03-22,0,0.0014826434
0.15935183,-1.2449657,-0.414737,-0.0641765,U0015,2024-03-25,0,0.000761541
-0.0997722,-1.2400146,-0.43371165,-0.062316135,U0015,2024-03-26,0,0.0005807016
-1.5446522,-1.2976192,-0.5296886,-0.048489224,U0015,2024-03-27,0,0.000119112025
-0.37501952,-2.8184102,-0.4882248,-0.07130779,U0015,2024-03-28,0,8.5420186e-05
-0.8968245,-3.1443706,-0.3951815,0.13569245,U0015,2024-03-29,0,4.939739e-05
-0.013635613,1.0021143,-1.0306242,-0.04399096,U0016,2024-01-01,0,0.003331437
-0.43854147,0.9183987,-0.87919486,-0.046159957,U0016,2024-01-02,0,0.0023280913
-0.09191388,-2.2926779,0.9405428,-0.057223834,U0016,2024-01-03,0,0.0008112268
0.52558374,-1.9725549,-0.5500055,-0.08585368,U0016,2024-01-04,0,0.00045365965
0.21939391,-0.9859857,0.75214815,-0.060711518,U0016,2024-01-05,0,0.0033680976
0.29218283,-1.2485049,-0.41598672,-0.065913975,U0016,2024-01-08,0,0.000863977
0.30286077,-1.235371,-0.40821454,-0.06526815,U0016,2024-01-09,0,0.0008922508
-0.08875472,-1.2806547,-0.70246136,-0.089544855,U0016,2024-01-10,0,0.00041938853
0.26223844,-1.2537665,-0.37892267,-0.0677716,U0016,2024-01-11,0,0.000863977
0.33364138,-1.2666395,-0.41069654,-0.062298108,U0016,2024-01-12,0,0.0008922508
-0.30546165,-1.2917336,-0.48292702,-0.07021548,U0016,2024-01-15,0,0.00042405832
-0.5528617,-1.5070142,-0.53742373,-0.04531374,U0016,2024-01-16,0,0.00025924054
-0.3791459,-2.353263,-0.64081514,-0.07169671,U0016,2024-01-17,0,0.00011623225
-0.111518286,-2.0043006,-0.36906582,0.30578658,U0016,2024-01-18,0,0.00041204088
-0.20209228,-0.8906294,-0.16854233,-0.050755076,U0016,2024-01-19,0,0.0009800792
-0.2941892,-1.069316,0.6278283,-0.039751302,U0016,2024-01-22,0,0.0016749317
-0.276721,-3.3123434,-0.17683524,-0.06951165,U0016,2024-01-23,0,7.866043e-05
-0.55416316,-1.3875698,-0.475609,-0.04787421,U0016,2024-01-24,0,0.0003095448
-1.8919476,-1.6613595,1.0997723,-0.03765232,U0016,2024-01-25,0,0.0003016128
-0.4958598,-1.5410475,-0.42804533,-0.045061275,U0016,2024-01-26,0,0.00029598843
-0.11635061,-0.8616762,-0.44542477,-0.057380777,U0016,2024-01-29,0,0.0008279651
-0.089797564,-1.3717049,-0.415142,-0.068046466,U0016,2024-01-30,0,0.0005208284
0.39700353,-1.6133797,0.42340297,-0.060337484,U0016,2024-01-31,0,0.0015496277
-0.08730916,-1.2339771,-0.42384893,-0.06340577,U0016,2024-02-01,0,0.00059674756
-0.40904522,-1.620218,-0.38007015,-0.04719506,U0016,2024-02-02,0,0.00031224557
-0.12027047,-2.55583,-0.5973662,-0.07059358,U0016,2024-02-05,0,0.00012856552
-0.29678982,-2.556729,-0.48866707,-0.08993264,U0016,2024-02-06,0,0.00011773011
-0.6173428,-3.5674722,-0.40367904,-0.0666083,U0016,2024-02-07,0,3.4656852e-05
-0.7978454,-2.8026195,-0.64703894,-0.06697462,U0016,2024-02-08,0,4.8720623e-05
-0.7762697,-1.5994676,-0.49152854,-0.047440637,U0016,2024-02-09,0,0.00019749718
-0.3581469,-1.8456764,-0.46626607,-0.07238949,U0016,2024-02-12,0,0.00023460733
-0.13551491,-1.7796345,0.06764722,-0.050696366,U0016,2024-02-13,0,0.0005456013
-0.7722556,-1.8030201,0.045752633,-0.04879949,U0016,2024-02-14,0,0.00027645082
-0.5754791,-1.861496,-0.4694079,-0.06970331,U0016,2024-02-15,0,0.00018574129
-1.0322555,-1.4966627,-0.2006005,-0.048107628,U0016,2024-02-16,0,0.00022650778
0.29719514,2.1001718,-1.0774275,-0.047166552,U0016,2024-02-17,0,0.012842034
-0.8983456,-2.3314688,-0.52711004,-0.06689576,U0016,2024-02-19,0,7.957749e-05
-0.07687244,-1.4063814,-0.4331076,-0.06584589,U0016,2024-02-20,0,0.00050166034
-1.3349648,-2.4837523,-0.64885044,-0.06679677,U0016,2024-02-21,0,3.9104205e-05
-0.55909336,-1.5401073,-0.49103695,-0.04864494,U0016,2024-02-22,0,0.0002602085
-0.36409733,-2.0584886,-0.5637044,-0.06454957,U0016,2024-02-23,0,0.000172365
-1.5515411,-1.5786,1.0775305,-0.03791434,U0016,2024-02-24,0,0.00045018445
-0.5767395,-2.3510306,-0.61196756,-0.06869793,U0016,2024-02-26,0,9.870096e-05
-0.8697113,-3.3692088,-0.5530931,-0.067745246,U0016,2024-02-27,0,2.824302e-05
-1.2185965,-1.0483433,-0.5322712,-0.04745705,U0016,2024-02-28,0,0.00021139962
-0.81340396,-1.0633625,-0.99144053,-0.044492636,U0016,2024-02-29,0,0.00019789455
-0.58523184,-0.51331085,-0.46304673,-0.046254028,U0016,2024-03-01,0,0.0007292812
-0.41084212,-1.0872555,0.5666661,-0.042322416,U0016,2024-03-04,0,0.0013740289
-0.7714472,-1.1718944,-0.68213034,0.119035035,U0016,2024-03-05,0,0.00029704798
-0.17907079,-0.9753537,-0.41373867,-0.04944143,U0016,2024-03-06,0,0.0007222019
0.05545728,-0.44610107,-0.62203324,-0.050660286,U0016,2024-03-07,0,0.0012564415
0.178141,-1.6299487,-0.4880795,-0.08660486,U0016,2024-03-08,0,0.00047993957
0.09491451,-1.3679593,1.210855,-0.05280172,U0016,2024-03-11,0,0.0032369925
0.309562,-1.7725449,1.1955254,-0.061554387,U0016,2024-03-12,0,0.0026149522
-0.37158376,-2.7516763,0.006637583,-0.07526872,U0016,2024-03-13,0,0.00014969317
-0.60090315,-2.7586412,0.43807504,-0.045716003,U0016,2024-03-14,0,0.00018740246
-0.840023,-1.6973327,-0.6722398,-0.045970134,U0016,2024-03-15,0,0.00014045976
-0.30709672,-1.2020185,-0.38769928,-0.042540476,U0016,2024-03-18,0,0.00052361295
-0.9813394,-2.742811,-0.6204947,-0.06910583,U0016,2024-03-19,0,4.41166e-05
-0.22320558,-3.148101,-0.48804307,-0.088870086,U0016,2024-03-20,0,7.0269816e-05
-0.73130983,-2.5809247,-0.5726514,-0.07031456,U0016,2024-03-21,0,6.9780814e-05
0.9212245,-1.8012391,-0.59019935,-0.106333345,U0016,2024-03-22,0,0.00075244805
-0.4492533,-2.8445358,-0.6477585,-0.06786549,U0016,2024-03-25,0,6.609877e-05
0.7361946,-2.0689974,-0.5936163,-0.11033988,U0016,2024-03-26,0,0.00047503944
-0.30680987,-1.6402493,-0.4362047,-0.046921633,U0016,2024-03-27,0,0.00032057718
0.15226275,-1.2844987,-0.36291513,-0.06937604,U0016,2024-03-28,0,0.000761541
-0.32637003,-1.6986789,-0.54030573,-0.045439273,U0016,2024-03-29,0,0.00026761903
-0.62150365,0.42561454,-1.1319646,-0.046159957,U0022,2024-01-01,0,0.0009212181
-0.3615228,-2.3757336,-0.6191789,-0.093460895,U0022,2024-01-02,0,0.0001156558
1.2492402,-0.4555029,-0.51003045,-0.07164034,U0022,2024-01-03,0,0.0044837105
-0.36548433,-1.2177612,-0.4936844,-0.073407896,U0022,2024-01-04,0,0.00042405832
0.07133948,-2.3140798,-0.5210746,-0.0888263,U0022,2024-01-05,0,0.0002101412
-0.12676015,-2.170431,-0.30739194,-0.08248131,U0022,2024-01-08,0,0.0002479725
0.57685757,-1.1781254,-0.5115543,-0.09219701,U0022,2024-01-09,0,0.0010906444
-0.0027007568,-0.855049,-0.34590968,-0.05741289,U0022,2024-01-10,0,0.0010312516
-0.26009923,-1.7113601,0.39571798,-0.0580272,U0022,2024-01-11,0,0.0007106304
0.083267644,-2.3424008,-0.5041038,-0.089404576,U0022,2024-01-12,0,0.0002101412
-0.22803345,-0.7442777,-0.40482527,-0.04958327,U0022,2024-01-15,0,0.0008739637
-0.42365685,-2.765389,1.0443844,-0.061820496,U0022,2024-01-16,0,0.00040091464
-0.028434705,-2.7763274,0.48581937,-0.08625198,U0022,2024-01-17,0,0.00032868734
-0.028293654,-2.3812275,-0.54787433,-0.085721955,U0022,2024-01-18,0,0.00017370158
-0.11616969,-2.3756208,-0.4113059,-0.08031231,U0022,2024-01-19,0,0.0001843868
-0.36159638,-1.651498,-0.27740145,-0.047599386,U0022,2024-01-22,0,0.00035149103
-0.10345679,-1.405898,-0.56774867,-0.06044476,U0022,2024-01-23,0,0.0004295144
-0.2884082,-3.4164286,0.8809215,-0.07863837,U0022,2024-01-24,0,0.00019991185
-0.3285012,1.8076009,0.24502154,-0.037294246,U0022,2024-01-25,0,0.019302065
-0.05377283,-0.95888895,-0.12393315,-0.052478384,U0022,2024-01-26,0,0.0011081531
-0.57589334,-1.6838142,-0.42663604,-0.042090308,U0022,2024-01-29,0,0.00023792524
-0.35758898,-0.88702345,-0.566888,-0.047599405,U0022,2024-01-30,0,0.00056734355
-0.46490788,-1.4623255,-0.5215368,-0.06432897,U0022,2024-01-31,0,0.00029507637
-0.87756443,-1.9539255,-0.3612411,-0.06412456,U0022,2024-02-01,0,0.00014027907
-0.4792537,-1.9285303,1.035032,-0.03445173,U0022,2024-02-02,0,0.00089117215
1.0372103,2.7420335,-0.6968284,-0.051116887,U0022,2024-02-03,0,0.07020263
-0.43167937,-1.5127294,-0.4939995,-0.08616287,U0022,2024-02-05,0,0.00029171194
