id,payload_id,agent_id,username,risk_score,risk_level,correlated_signals_json,summary,created_at
50011,f6a0d0a6-f5a9-42dd-8a55-cea87f72dea1,4645a04a-83e1-4a7f-8a99-0f0cbd3b6f51,user_001,5.52,Info,"{""logon_risk"": 17.439846570107328, ""file_risk"": 1.4712768786017438, ""device_risk"": 19.715552402682317, ""http_risk"": 17.455181846668168}",Normal system operation,2026-06-07 12:51:21+00
50012,18670f06-b4d2-4c12-b8fa-c3fbe02e089a,83081287-09f8-4619-931b-7f5c7b7761cf,user_031,27.25,Low,"{""logon_risk"": 13.654142725267914, ""file_risk"": 3.771575261663651, ""device_risk"": 3.3348010436974596, ""http_risk"": 15.207296239575872}",Application error,2026-06-07 23:53:43+00
50013,2eca96c4-7b59-43d2-9164-7f4d9a88012d,4550b790-bbbd-454b-b00d-5c690a3880d1,user_035,9.81,Info,"{""logon_risk"": 2.0944672224148486, ""file_risk"": 6.052804109164763, ""device_risk"": 10.315637250430694, ""http_risk"": 15.600227457499326}",Standard authentication,2026-06-07 19:46:52+00
50014,b76a0a54-67d0-4fd9-854c-b93a7ba126d9,149e4d0e-3e86-45d6-a5fb-3b24a385ae55,user_038,31.67,Medium,"{""logon_risk"": 9.223765324272149, ""file_risk"": 15.84095629507033, ""device_risk"": 3.8867150961711006, ""http_risk"": 15.31111115181093}",Connection to unknown external IP,2026-06-07 13:09:06+00
50015,54cfec52-e63b-4b2c-bf0b-7c9ea71f9f30,470b5f26-fbe9-4d04-b5c6-08446cd87f9d,user_000,3.79,Info,"{""logon_risk"": 7.927885270164365, ""file_risk"": 1.7793556835976565, ""device_risk"": 6.474936908964137, ""http_risk"": 5.222730676196363}",Normal system operation,2026-06-07 10:41:35+00
50016,af894f34-caaf-4d24-b960-71823726e670,1ddf22ff-7a88-484c-bca4-3063e4a39c87,user_014,2.16,Info,"{""logon_risk"": 4.79689441882067, ""file_risk"": 7.672394872735233, ""device_risk"": 15.792945803577892, ""http_risk"": 11.371568374626257}",Automated backup check,2026-06-07 15:51:16+00
50017,a37bf90b-4404-487f-83a6-f19c71e57d05,2b90c4ff-71f4-4e8a-8150-76b18bca7e14,user_045,9.89,Info,"{""logon_risk"": 0.41009095614254365, ""file_risk"": 18.727076231534042, ""device_risk"": 7.275999677222553, ""http_risk"": 12.14952675096717}",Standard authentication,2026-06-07 12:25:41+00
50018,5585da7e-3994-4c2f-b3c3-6d8e07da1b9a,81620bdb-5c51-4d2b-9ca3-919f7f0ec0f2,user_018,4.12,Info,"{""logon_risk"": 8.169726265198502, ""file_risk"": 17.453045053532108, ""device_risk"": 8.650942135548998, ""http_risk"": 10.31999650347538}",Normal system operation,2026-06-07 00:03:28+00
50019,88bef135-a78d-4dc4-8271-f76adff6f7ce,590d3f81-8d3f-45fe-9ef1-e4ba8e478656,user_020,4.01,Info,"{""logon_risk"": 8.21715690634316, ""file_risk"": 19.020349728222655, ""device_risk"": 0.4658224716746129, ""http_risk"": 11.545531968857755}",Normal system operation,2026-06-07 18:26:25+00
50020,a7807bb5-dce9-4ff2-b007-106bf9ed4a4d,83081287-09f8-4619-931b-7f5c7b7761cf,user_031,64.75,High,"{""logon_risk"": 47.16482789260841, ""file_risk"": 14.011324447454875, ""device_risk"": 43.11276253314661, ""http_risk"": 94.25453673628768}",Malware signature matched,2026-06-07 10:10:45+00
50021,9e52df45-db23-47b8-9ee3-93ca95b26eec,44358bc9-727e-4b08-b6e4-74d8e5ecc73f,user_019,9.47,Info,"{""logon_risk"": 18.72179396317151, ""file_risk"": 18.85156201453905, ""device_risk"": 16.197010745788937, ""http_risk"": 17.7555499930306}",Automated backup check,2026-06-07 21:42:44+00
50022,2a7a4f0a-069e-4075-974c-65b356a7791a,81620bdb-5c51-4d2b-9ca3-919f7f0ec0f2,user_018,6.18,Info,"{""logon_risk"": 4.768914639641332, ""file_risk"": 12.947399350396411, ""device_risk"": 18.46330188265385, ""http_risk"": 5.985307453858035}",Standard authentication,2026-06-07 06:48:16+00
50023,c5d7ecdc-e82f-4310-a78c-334d9904895e,562b2053-1d53-41c8-a55c-62a49636c31c,user_008,46.62,Medium,"{""logon_risk"": 89.88406739536535, ""file_risk"": 70.45115159329032, ""device_risk"": 2.6578706601772084, ""http_risk"": 44.13313011332766}",Multiple failed logins,2026-06-07 08:35:57+00
50024,2606246f-67d6-4f63-98c4-c46c8a67fae7,99d485bc-d9c5-4478-9b5b-427601c4dbfb,user_023,1.63,Info,"{""logon_risk"": 13.728721936915028, ""file_risk"": 8.597770475265223, ""device_risk"": 10.420844747379789, ""http_risk"": 3.653688690181265}",Normal system operation,2026-06-07 14:38:23+00
50025,329bf121-3322-465c-a1b8-99779767e60d,b880dc2c-c251-4efa-b74c-bcff69f2edf9,user_032,24.29,Low,"{""logon_risk"": 4.411453723437997, ""file_risk"": 7.876985237368781, ""device_risk"": 2.130173186574005, ""http_risk"": 5.1778525924628855}",Minor configuration change,2026-06-07 01:48:31+00
50026,533fdbef-db9d-4948-b056-46777c4892e6,3c6c244c-9d8f-499a-a51c-84ba5e2433fb,user_025,5.87,Info,"{""logon_risk"": 16.248626910318446, ""file_risk"": 11.298219261765476, ""device_risk"": 11.81664525071369, ""http_risk"": 0.7965890938989606}",Standard authentication,2026-06-07 04:20:37+00
50027,35fee794-15b8-44a7-b0ee-ba3db176d371,08d65506-3353-4431-a148-179234a3aeee,user_030,8.81,Info,"{""logon_risk"": 14.005500482330644, ""file_risk"": 10.67067704059208, ""device_risk"": 11.286185603385574, ""http_risk"": 19.98439578049542}",Normal system operation,2026-06-07 19:54:36+00
50028,115033a8-4be0-4595-b132-48ccd532391d,85c4a5e9-2410-47c9-a2aa-27b04b715ef8,user_048,9.34,Info,"{""logon_risk"": 8.055765270044654, ""file_risk"": 4.0721286139448605, ""device_risk"": 5.697277781495751, ""http_risk"": 19.4818245901322}",Automated backup check,2026-06-07 06:00:48+00
50029,193ba448-1cc5-4313-91fd-10b5d4101937,4550b790-bbbd-454b-b00d-5c690a3880d1,user_035,4.02,Info,"{""logon_risk"": 8.706934187234015, ""file_risk"": 5.245850467098752, ""device_risk"": 18.563477381940395, ""http_risk"": 18.65712381150812}",Standard authentication,2026-06-07 03:49:23+00
50030,9b3e13f4-ff68-432e-b3ba-a64b37f60947,aae03ed0-9bd3-45ab-87ea-2eca2c0d44f1,user_009,7.3,Info,"{""logon_risk"": 19.313662246606636, ""file_risk"": 18.61928326533352, ""device_risk"": 5.134972791149424, ""http_risk"": 18.24381019743913}",Routine background process,2026-06-07 22:34:53+00
50031,84f06fdc-14d1-4262-856d-e3ba7efde7a7,ea39b1f7-b25c-4d73-a219-6e29a5006de0,user_047,0.94,Info,"{""logon_risk"": 8.111285802451535, ""file_risk"": 10.616590711534958, ""device_risk"": 13.025897109235219, ""http_risk"": 4.642302224595339}",Standard authentication,2026-06-07 22:20:02+00
50032,25ffeed5-2607-45f3-9a48-2b70d0306f5b,3d003c22-ac8d-4207-bda8-04f3942a17f3,user_026,7.27,Info,"{""logon_risk"": 12.762002553718014, ""file_risk"": 2.699359409975104, ""device_risk"": 2.663923716792016, ""http_risk"": 19.642357117927887}",Standard authentication,2026-06-07 19:01:07+00
50033,28f59bb6-75e6-4719-8439-b6fc98c22f6f,1ddf22ff-7a88-484c-bca4-3063e4a39c87,user_014,0.52,Info,"{""logon_risk"": 6.881201878740544, ""file_risk"": 1.9082759944500305, ""device_risk"": 0.3357767526584854, ""http_risk"": 10.962704805305712}",Standard authentication,2026-06-07 09:15:59+00
50034,0526dab6-5565-4bab-86ad-ef1cd6503dad,4f0641b3-779e-47cf-8e98-b289501eb482,user_010,38.83,Medium,"{""logon_risk"": 19.345681853551422, ""file_risk"": 43.994846556158386, ""device_risk"": 37.79506935973684, ""http_risk"": 74.47292698544142}",Connection to unknown external IP,2026-06-07 20:08:52+00
50035,f1f00f07-a93d-4822-964e-1413b2cb15be,9594160d-342e-4d83-b137-d7f9fcb6b1cc,user_046,2.6,Info,"{""logon_risk"": 16.920906295251946, ""file_risk"": 13.841456982023102, ""device_risk"": 12.145957044792251, ""http_risk"": 15.412306671865023}",Routine background process,2026-06-07 16:04:35+00
50036,0f4d133c-3768-4b9e-9d67-cb0e3e907930,149e4d0e-3e86-45d6-a5fb-3b24a385ae55,user_038,7.8,Info,"{""logon_risk"": 11.449310644063805, ""file_risk"": 9.769707735280873, ""device_risk"": 13.381916453380265, ""http_risk"": 0.257024667508563}",Normal system operation,2026-06-07 03:05:22+00
50037,0d68abae-7098-479d-b176-4b1953bfb118,2b90c4ff-71f4-4e8a-8150-76b18bca7e14,user_045,9.01,Info,"{""logon_risk"": 9.448994745720826, ""file_risk"": 18.152611403530827, ""device_risk"": 8.89743600697823, ""http_risk"": 3.5250487580646794}",Automated backup check,2026-06-07 16:43:56+00
50038,5d00d1df-f024-4a8d-98af-854cc5b85c68,0d52ec1b-2548-4408-9a0e-b83f6f7d38c9,user_037,68.44,High,"{""logon_risk"": 73.35189657728007, ""file_risk"": 9.82888152349759, ""device_risk"": 69.73061298882642, ""http_risk"": 83.06906015214011}",Unauthorized privilege escalation,2026-06-07 12:00:12+00
50039,751aa5ad-8e31-423f-b69e-508edcbaa19a,faeba2c4-eb5a-4e12-976b-89516c7b61a2,user_041,43.16,Medium,"{""logon_risk"": 63.210848015470425, ""file_risk"": 19.44293502922144, ""device_risk"": 45.25531843321053, ""http_risk"": 35.586691361570864}",Multiple failed logins,2026-06-07 12:27:05+00
50040,0d075c90-5182-4440-881c-939f9fdacbb5,f06bc75e-b4fa-4e34-885c-f09413c563d1,user_024,23.2,Low,"{""logon_risk"": 12.978941413923451, ""file_risk"": 10.286996844136722, ""device_risk"": 18.94061200743127, ""http_risk"": 17.111800947314457}",Application error,2026-06-07 07:08:00+00
50041,09853861-e1a9-438c-8f50-cf60df00fb80,1ddf22ff-7a88-484c-bca4-3063e4a39c87,user_014,1.31,Info,"{""logon_risk"": 14.38064843631894, ""file_risk"": 13.835471524453446, ""device_risk"": 5.378113346617384, ""http_risk"": 10.255439968646511}",Normal system operation,2026-06-07 21:44:28+00
50042,702c99b0-b454-4960-accb-197cb1c28063,e27fa043-5730-4338-916f-5a7630ae1ea1,user_029,23.98,Low,"{""logon_risk"": 5.841904703516265, ""file_risk"": 0.48176041532953073, ""device_risk"": 5.978261409312267, ""http_risk"": 6.661361623850796}",Failed authentication attempt,2026-06-07 07:09:57+00
50043,b8c8a429-9910-4fdc-b210-ae2eaf9d6875,81620bdb-5c51-4d2b-9ca3-919f7f0ec0f2,user_018,4.53,Info,"{""logon_risk"": 4.749119535368571, ""file_risk"": 15.61092468336993, ""device_risk"": 17.662201022599987, ""http_risk"": 0.0012365788558721391}",Standard authentication,2026-06-07 20:46:08+00
50044,a35ee474-253b-4697-b3b2-b915d83bbfe8,5f472a5c-6f5f-4485-80e0-996a3a30df26,user_042,2.94,Info,"{""logon_risk"": 5.818216339085462, ""file_risk"": 16.122965711434546, ""device_risk"": 12.881328987561613, ""http_risk"": 5.182029447659142}",Automated backup check,2026-06-07 02:20:38+00
50045,963ca4a3-2fa6-4ac2-b99f-66285970316d,3c6c244c-9d8f-499a-a51c-84ba5e2433fb,user_025,5.07,Info,"{""logon_risk"": 11.878627743747748, ""file_risk"": 18.409884578610185, ""device_risk"": 0.7556673960592475, ""http_risk"": 5.015580060064226}",Standard authentication,2026-06-07 11:47:10+00
50046,85351d92-f322-4884-b2f7-80ec6c3d9b6e,c1de5741-fd4e-41da-8aad-0fadbbd7691b,user_040,38.56,Medium,"{""logon_risk"": 5.641689063561117, ""file_risk"": 34.879284494156394, ""device_risk"": 1.116640092558252, ""http_risk"": 95.63091982215607}",Connection to unknown external IP,2026-06-07 08:33:30+00
50047,89b19263-40f6-44a5-8648-2a01e6e93d0a,adf6d7bf-4a9b-4fc8-9aca-6cdcc842181d,user_015,91.12,Critical,"{""logon_risk"": 80.7906379303715, ""file_risk"": 53.89847472335276, ""device_risk"": 54.259573806602155, ""http_risk"": 63.000159271728016}",Rootkit installation blocked,2026-06-07 00:54:45+00
50048,9b68d388-d4cd-4d2b-ae43-cef42189f3d5,81620bdb-5c51-4d2b-9ca3-919f7f0ec0f2,user_018,7.17,Info,"{""logon_risk"": 19.83591779114927, ""file_risk"": 0.3869409088145015, ""device_risk"": 11.48098144282834, ""http_risk"": 18.073176798883015}",Automated backup check,2026-06-07 19:31:01+00
50049,4656bd28-ee44-46e9-870a-ab03a787967c,4645a04a-83e1-4a7f-8a99-0f0cbd3b6f51,user_001,14.27,Low,"{""logon_risk"": 4.2451148314726, ""file_risk"": 8.915181106690643, ""device_risk"": 17.05386759561051, ""http_risk"": 4.125272093934722}",Failed authentication attempt,2026-06-07 04:41:26+00
50050,903561c7-5ce2-4dce-a359-916670310005,b6d30b7a-a3e9-4434-98dc-f7b99d3ed30a,user_005,7.32,Info,"{""logon_risk"": 15.989627455159916, ""file_risk"": 9.446977964070626, ""device_risk"": 14.694266693752676, ""http_risk"": 8.395372571516404}",Standard authentication,2026-06-07 09:35:46+00
50051,bf2ad379-14c9-4336-96e4-1111cea805be,489f92b6-fa9e-40e5-948a-084fd5ef8989,user_003,8.07,Info,"{""logon_risk"": 3.1889850253688223, ""file_risk"": 10.032954075689386, ""device_risk"": 1.428676830182849, ""http_risk"": 12.183515983877527}",Automated backup check,2026-06-07 02:21:19+00
50052,6ac7842c-68f9-4cd4-85fb-a9302b64b6ca,13fe76b0-e8bd-4fe8-8bac-2fd4cae81b01,user_013,7.12,Info,"{""logon_risk"": 6.0771347695865625, ""file_risk"": 16.477185430789966, ""device_risk"": 13.261738221315817, ""http_risk"": 18.394629749886136}",Standard authentication,2026-06-07 14:09:50+00
50053,1d8f78d0-f0f0-4a4c-83c4-f61971a969f4,c1de5741-fd4e-41da-8aad-0fadbbd7691b,user_040,5.63,Info,"{""logon_risk"": 17.317000120224012, ""file_risk"": 6.47905014598112, ""device_risk"": 1.5173771337433495, ""http_risk"": 13.085316529776584}",Normal system operation,2026-06-07 13:52:12+00
50054,412c38f6-1587-4777-aff2-6c0d432372e4,c65a5376-393d-4e00-8b6e-67bd6b25185f,user_021,32.05,Medium,"{""logon_risk"": 85.12574013105035, ""file_risk"": 35.93263779422627, ""device_risk"": 50.60383160604333, ""http_risk"": 61.82462082344004}",Connection to unknown external IP,2026-06-07 11:48:39+00
50055,79535410-6169-4684-9f5d-7c9e09babc32,3c6c244c-9d8f-499a-a51c-84ba5e2433fb,user_025,11.72,Low,"{""logon_risk"": 2.8813886118973486, ""file_risk"": 3.811920563128841, ""device_risk"": 16.0644980475653, ""http_risk"": 14.453741490577038}",Failed authentication attempt,2026-06-07 00:26:06+00
50056,cbbfaabc-f804-4484-9830-6cf17738f370,590d3f81-8d3f-45fe-9ef1-e4ba8e478656,user_020,3.15,Info,"{""logon_risk"": 19.570280512528157, ""file_risk"": 1.1783954177085088, ""device_risk"": 5.216575775771575, ""http_risk"": 1.5161156109624008}",Normal system operation,2026-06-07 12:28:34+00
50057,035d0933-07cf-43bb-8776-a443cc82c2a3,ebe97bd7-4bec-4e05-b042-f9941fe0d34f,user_007,3.26,Info,"{""logon_risk"": 18.00639502388615, ""file_risk"": 4.533707110867957, ""device_risk"": 9.988806803529556, ""http_risk"": 0.15164437459723734}",Routine background process,2026-06-07 08:49:37+00
50058,ead42c4c-2fef-4adb-8bfb-d4ab838fd6d1,ebe97bd7-4bec-4e05-b042-f9941fe0d34f,user_007,24.25,Low,"{""logon_risk"": 0.5526625227780535, ""file_risk"": 18.02291858997703, ""device_risk"": 1.7530653455867307, ""http_risk"": 15.932249281025268}",Failed authentication attempt,2026-06-07 15:03:02+00
50059,97c5029b-d01d-4e04-989a-486378b4be7c,e7fa6ce7-a405-47c5-9fc5-6bb32c7ab6c7,user_022,9.22,Info,"{""logon_risk"": 2.16038819222772, ""file_risk"": 8.203025617302341, ""device_risk"": 14.434972652327033, ""http_risk"": 15.008539162507706}",Routine background process,2026-06-07 14:28:17+00
50060,b3896e24-74b4-4b8e-ad64-2dbe30fae65d,e7fa6ce7-a405-47c5-9fc5-6bb32c7ab6c7,user_022,8.37,Info,"{""logon_risk"": 5.847432573361533, ""file_risk"": 3.099366500348868, ""device_risk"": 15.651510699869728, ""http_risk"": 13.961905377457782}",Automated backup check,2026-06-07 08:45:15+00
50061,74eb9347-46bc-47f7-8c73-4cc00896f527,4645a04a-83e1-4a7f-8a99-0f0cbd3b6f51,user_001,9.79,Info,"{""logon_risk"": 6.905273173774771, ""file_risk"": 14.136474258812333, ""device_risk"": 14.8923753002237, ""http_risk"": 11.476046047816462}",Routine background process,2026-06-07 14:31:06+00
50062,03079ba7-c376-4944-b8d8-6ba546f125f5,faeba2c4-eb5a-4e12-976b-89516c7b61a2,user_041,6.73,Info,"{""logon_risk"": 4.087220169146639, ""file_risk"": 10.489535871303413, ""device_risk"": 19.166532741027204, ""http_risk"": 17.173880148023013}",Routine background process,2026-06-07 07:45:57+00
50063,20c235d8-6acb-48c5-ae6f-959d309f3e0f,a05f1c15-697c-4668-8eaa-be3409f46618,user_044,0.2,Info,"{""logon_risk"": 6.939130984462871, ""file_risk"": 10.43243026949112, ""device_risk"": 10.889472342631022, ""http_risk"": 17.087845094725854}",Normal system operation,2026-06-07 12:00:29+00
50064,83f998ea-2ac3-46b5-9819-11fffeecd711,4550b790-bbbd-454b-b00d-5c690a3880d1,user_035,4.45,Info,"{""logon_risk"": 7.015609567094472, ""file_risk"": 8.02600688893486, ""device_risk"": 5.339360591795826, ""http_risk"": 1.2612876148950858}",Routine background process,2026-06-07 06:56:37+00
50065,6b09a73b-7731-42af-8a09-9db0ec58b088,0a9f7d18-3545-4210-a508-7912869f4911,user_002,52.57,Medium,"{""logon_risk"": 82.05350303819574, ""file_risk"": 16.647232433645996, ""device_risk"": 80.52060661891596, ""http_risk"": 42.43817976074603}",New background service installed,2026-06-07 10:34:12+00
50066,a8681641-03b1-4f8e-9e1e-88f04dfb072a,9ad441d7-d64a-4dd2-9ec6-a69905a559e8,user_028,20.61,Low,"{""logon_risk"": 2.205603657555173, ""file_risk"": 5.938690334310794, ""device_risk"": 1.7398956292056877, ""http_risk"": 7.1159824124936355}",Application error,2026-06-07 22:49:38+00
50067,0e88d853-f66a-42a7-b84a-00f689f6e1d5,9594160d-342e-4d83-b137-d7f9fcb6b1cc,user_046,9.13,Info,"{""logon_risk"": 1.3254832487220147, ""file_risk"": 5.616949082115664, ""device_risk"": 16.678266395607213, ""http_risk"": 7.8263632278449835}",Normal system operation,2026-06-07 06:24:41+00
50068,f563ecff-950a-4de0-9594-19fc636c4f69,44358bc9-727e-4b08-b6e4-74d8e5ecc73f,user_019,6.75,Info,"{""logon_risk"": 0.2056252258350244, ""file_risk"": 14.044433537786459, ""device_risk"": 6.94682311626644, ""http_risk"": 8.767700033884811}",Automated backup check,2026-06-07 20:58:27+00
50069,8ae1bd3a-1eff-4aa3-b633-ec39ba3a7b8d,123ba0b1-cf67-4bc6-a802-f743822f041b,user_049,2.64,Info,"{""logon_risk"": 12.18669923432837, ""file_risk"": 9.573183238555716, ""device_risk"": 9.825785451351535, ""http_risk"": 18.874392375115725}",Routine background process,2026-06-07 13:10:00+00
50070,872d9965-2c50-47a1-a733-8a6dd2fef1fc,a05f1c15-697c-4668-8eaa-be3409f46618,user_044,2.48,Info,"{""logon_risk"": 19.81976146208931, ""file_risk"": 5.439034829441245, ""device_risk"": 1.5121330027841595, ""http_risk"": 5.367496575729573}",Automated backup check,2026-06-07 08:49:08+00
50071,8490cea1-4ac0-4a3c-9daa-99d101feaf8b,f06bc75e-b4fa-4e34-885c-f09413c563d1,user_024,76.49,High,"{""logon_risk"": 33.96125389502023, ""file_risk"": 26.1168179074201, ""device_risk"": 90.71737900937438, ""http_risk"": 53.14452239090919}",Possible data exfiltration attempt,2026-06-07 09:20:19+00
50072,ebdc9f28-2357-4b0a-adf5-bd2379319ccb,f542b1d3-9f83-482d-beb2-f4b12ff7face,user_006,82.46,High,"{""logon_risk"": 46.517922709465594, ""file_risk"": 49.14856281736544, ""device_risk"": 64.77293705200697, ""http_risk"": 33.13416759591995}",Unauthorized privilege escalation,2026-06-07 09:13:25+00
50073,50fc70a3-6cc5-43f6-a9d2-1b45ab40589f,562b2053-1d53-41c8-a55c-62a49636c31c,user_008,66.34,High,"{""logon_risk"": 39.062466908431134, ""file_risk"": 18.068796379095364, ""device_risk"": 57.20850451800299, ""http_risk"": 51.190115440071146}",Unauthorized privilege escalation,2026-06-07 15:31:38+00
50074,fad8b439-0ca8-423a-aa52-3e14bce1975e,2b90c4ff-71f4-4e8a-8150-76b18bca7e14,user_045,8.17,Info,"{""logon_risk"": 4.003951259925655, ""file_risk"": 3.045882184046065, ""device_risk"": 9.899491164304772, ""http_risk"": 18.515822082954593}",Automated backup check,2026-06-07 02:50:05+00
50075,09b22fdf-b644-46b6-8460-f9c0c38c1ffc,e7fa6ce7-a405-47c5-9fc5-6bb32c7ab6c7,user_022,20.21,Low,"{""logon_risk"": 2.662106526566639, ""file_risk"": 3.0011684242262104, ""device_risk"": 8.589293262749212, ""http_risk"": 5.803996821566006}",Unusual but benign network traffic,2026-06-07 21:33:33+00
50076,46b6f521-3056-4c62-8a09-5b81d7e683dd,e27fa043-5730-4338-916f-5a7630ae1ea1,user_029,4.28,Info,"{""logon_risk"": 1.7711029713725313, ""file_risk"": 17.577978382212894, ""device_risk"": 4.342428594356353, ""http_risk"": 8.269642648684632}",Normal system operation,2026-06-07 14:05:57+00
50077,16f3d0ad-0e6e-4e0f-8d11-e7b94f1c3071,9ad441d7-d64a-4dd2-9ec6-a69905a559e8,user_028,12.68,Low,"{""logon_risk"": 18.184693717380224, ""file_risk"": 9.341552585481175, ""device_risk"": 4.492922944905362, ""http_risk"": 1.481880310854653}",Application error,2026-06-07 08:55:20+00
50078,9314b3ec-1a71-4cb8-839c-945c6aaa29e1,e7fa6ce7-a405-47c5-9fc5-6bb32c7ab6c7,user_022,56.61,Medium,"{""logon_risk"": 88.60940241764534, ""file_risk"": 14.065507247712494, ""device_risk"": 30.066506443029716, ""http_risk"": 8.744669471722254}",Connection to unknown external IP,2026-06-07 17:23:54+00
50079,130df421-15b1-4df6-8847-3ab708de0250,be7e0e55-bfcd-4e9f-839a-5f13b8f83772,user_027,28.01,Low,"{""logon_risk"": 7.763918548096473, ""file_risk"": 11.352327342803543, ""device_risk"": 15.67239596795613, ""http_risk"": 18.4773460506976}",Failed authentication attempt,2026-06-07 04:47:04+00
50080,5772991b-6417-404e-8026-5d55af997df4,c65a5376-393d-4e00-8b6e-67bd6b25185f,user_021,19.85,Low,"{""logon_risk"": 17.97207202567832, ""file_risk"": 0.6194372920041236, ""device_risk"": 5.217026925000434, ""http_risk"": 4.466864590881954}",Minor configuration change,2026-06-07 20:42:06+00
50081,e4317301-2111-41d7-9fec-6f83c64ae431,ebe97bd7-4bec-4e05-b042-f9941fe0d34f,user_007,39.58,Medium,"{""logon_risk"": 82.56923184218581, ""file_risk"": 67.87627182079213, ""device_risk"": 27.00451239323456, ""http_risk"": 1.4614271735762019}",New background service installed,2026-06-07 18:47:14+00
50082,96e617cf-6181-4b77-a7ab-cbe8edf97648,81620bdb-5c51-4d2b-9ca3-919f7f0ec0f2,user_018,47.7,Medium,"{""logon_risk"": 32.619438692889226, ""file_risk"": 16.73471094995841, ""device_risk"": 21.665357461450498, ""http_risk"": 82.38112654350587}",Multiple failed logins,2026-06-07 21:40:17+00
50083,a397071b-06e3-48fe-b364-b8523849fc01,cfd6d3bc-6ea6-4597-ae97-1b5e89b8ecfd,user_033,6.01,Info,"{""logon_risk"": 15.700709418689918, ""file_risk"": 9.361022718036399, ""device_risk"": 14.257084694542975, ""http_risk"": 13.324477930994956}",Routine background process,2026-06-07 12:10:24+00
50084,2e288f1c-67f8-4234-a86e-21a7d203da11,149e4d0e-3e86-45d6-a5fb-3b24a385ae55,user_038,4.67,Info,"{""logon_risk"": 19.149676806529726, ""file_risk"": 2.6789879966494934, ""device_risk"": 11.061885508759824, ""http_risk"": 11.896053731961409}",Routine background process,2026-06-07 13:23:04+00
50085,552131ad-f2b9-4a2c-a85e-0a6e9ab952e1,adf6d7bf-4a9b-4fc8-9aca-6cdcc842181d,user_015,3.61,Info,"{""logon_risk"": 9.532307122702786, ""file_risk"": 16.623080421410748, ""device_risk"": 10.84512962967831, ""http_risk"": 15.623601008357351}",Normal system operation,2026-06-07 05:11:51+00
